,gene
1698,SLC25A5
1699,NDUFB1
1700,TC2N
1701,SNX13
1702,AGO2
1703,EZH1
1704,GPR27
1705,WHSC1
1706,MSH2
1707,ZG16B
1708,BCDIN3D
1709,EIF3CL
1710,GRAMD1A
1711,RER1
1712,DCTN5
1713,TP53
1714,TMEM5
1715,MYO6
1716,ZYX
1717,NUDCD2
1718,EFEMP2
1719,TMEM121
1720,UBE2V2
1721,ZMIZ1
1722,RBM17
1723,EVI5L
1724,DDX17
1725,KIRREL
1726,ADAMTS15
1727,UBL5
1728,AIDA
1729,CACNA1H
1730,ZNF302
1731,WFS1
1732,SH3PXD2A
1733,PRAF2
1734,PTGIR
1735,CDC25B
1736,PLXNB2
1737,PHF14
1738,PTPN14
1739,DSE
1740,PPAPDC1B
1741,MPV17
1742,SPPL2A
1743,PIGP
1744,RPS16
1745,MYB
1746,CD163L1
1747,ATP5L
1748,TWSG1
1749,SMIM7
1750,CHP1
1751,GPR143
1752,APOE
1753,SLC41A2
1754,NSUN5
1755,ATP8B1
1756,CWC25
1757,RSBN1L
1758,OS9
1759,FBXL3
1760,CREB3L2
1761,DNAJB11
1762,HERC2
1763,EPOR
1764,UBXN6
1765,NDUFV1
1766,BMPR2
1767,NUDT16L1
1768,TMCO3
1769,ZNF606
1770,NUCB1
1771,PIK3R1
1772,CDK2
1773,CHST10
1774,TIMP3
1775,MAP6D1
1776,CLU
1777,PPIA
1778,HPN
1779,SIGIRR
1780,DCXR
1781,CLTA
1782,UBXN8
1783,PSMA4
1784,HSPA1A
1785,DLGAP4
1786,PRMT5
1787,SMARCD2
1788,MED16
1789,C1S
1790,NCK1
1791,PCGF5
1792,PRDX5
1793,SAMD1
1794,NUS1
1795,POFUT2
1796,HDLBP
1797,ERGIC2
1798,NIPAL2
1799,ABCA1
1800,PRKRA
1801,TXN
1802,TMEM33
1803,ZC3H11A
1804,ADAM15
1805,VPS28
1806,GAB1
1807,AJUBA
1808,SERTAD1
1809,SYNGR2
1810,FBXW2
1811,UAP1
1812,AZGP1
1813,MTHFD1
1814,SEC61G
1815,PPP2R3C
1816,R3HDM2
1817,POGLUT1
1818,RSL24D1
1819,HBB
1820,SYAP1
1821,ABCE1
1822,PFDN6
1823,AGK
1824,UBL4A
1825,TMC4
1826,CNOT11
1827,ACTR2
1828,ADAP1
1829,NDUFC1
1830,CLASRP
1831,COL16A1
1832,RGPD8
1833,C16orf13
1834,MOCS2
1835,ZNF280D
1836,ARHGEF40
1837,RASSF3
1838,NAPA
1839,FHOD1
1840,AKIRIN1
1841,CCNC
1842,CSTF3
1843,ORMDL2
1844,NDUFA2
1845,ZNF672
1846,NUDCD1
1847,USO1
1848,TRAPPC9
1849,ERCC2
1850,RAB11FIP3
1851,EID2B
1852,SEC24A
1853,CLDN11
1854,KCNK6
1855,AKT1
1856,LUC7L3
1857,NPIPA8
1858,PXMP4
1859,YTHDF1
1860,SULT1A4
1861,FAM192A
1862,EML1
1863,SEC22B
1864,ASXL1
1865,PIK3R2
1866,CRKL
1867,ZNF641
1868,ATG7
1869,DDIT4
1870,GTPBP4
1871,TCTN3
1872,APOL3
1873,HSDL1
1874,CTDSPL
1875,DHCR7
1876,PMEPA1
1877,SF3A3
1878,PODXL2
1879,PYROXD1
1880,RGS4
1881,TMEM42
1882,ABHD11
1883,HRAS
1884,SUN1
1885,PRKAR1A
1886,MVK
1887,LRRC28
1888,CTSS
1889,SLC6A6
1890,SP110
1891,FKBP2
1892,HEXIM1
1893,GANAB
1894,SNX18
1895,HSPH1
1896,MT1F
1897,PTPN6
1898,CUTA
1899,NR2F2
1900,VPS54
1901,DCTD
1902,EPHB4
1903,PEA15
1904,PTPN22
1905,PLXDC2
1906,RNASET2
1907,PPA2
1908,IL6ST
1909,SNAPC4
1910,MT1H
1911,SLC25A36
1912,CYBA
1913,RGL1
1914,SEPT7
1915,CD3EAP
1916,LILRB4
1917,PUM2
1918,ABL1
1919,ARHGEF7
1920,CPED1
1921,C5orf45
1922,TMED10
1923,FBXO7
1924,IRX2
1925,PFN1
1926,CTSZ
1927,PIGM
1928,GAPVD1
1929,FZD6
1930,FBLN2
1931,ITGAX
1932,UQCRC1
1933,LAPTM4A
1934,KIFC1
1935,PTGDS
1936,GDI2
1937,BCS1L
1938,ELOVL5
1939,BAD
1940,SLC20A1
1941,TIMM50
1942,CREB1
1943,RAB38
1944,ITPRIP
1945,ZNF432
1946,IDH1
1947,RAB10
1948,FAM53B
1949,CCM2
1950,RASA4
1951,COL8A1
1952,ERBB2IP
1953,VAMP1
1954,TKT
1955,HSCB
1956,PPP1R12B
1957,PTRHD1
1958,EIF3H
1959,ABCC5
1960,CXXC5
1961,PIGH
1962,FAM53C
1963,SF1
1964,VAMP7
1965,SRC
1966,ANKH
1967,S100A16
1968,VMP1
1969,LAD1
1970,SP3
1971,TPI1
1972,RBM18
1973,GOLGA4
1974,NUB1
1975,GBE1
1976,KDELR2
1977,CTPS2
1978,SOX11
1979,UBA2
1980,SIAE
1981,ARL8B
1982,PBX2
1983,PURA
1984,ZMYM4
1985,GBA
1986,SPPL3
1987,TIPRL
1988,HIP1
1989,ISYNA1
1990,WDR26
1991,ZNF580
1992,WDR36
1993,HDGFRP2
1994,SOD2
1995,TRA2B
1996,SLC2A1
1997,MAEA
1998,COMMD1
1999,SAMSN1
2000,FARSA
2001,ARHGEF2
2002,ARFIP2
2003,ILF2
2004,SNRPA1
2005,MAGOHB
2006,USMG5
2007,COPS5
2008,SLC39A6
2009,OCIAD1
2010,NELFA
2011,AQP3
2012,IKZF3
2013,NSUN2
2014,CHMP1A
2015,CDK11A
2016,CD99
2017,DRG1
2018,MYCBP2
2019,ZSCAN18
2020,MBOAT2
2021,ELL
2022,C16orf62
2023,C3
2024,POLDIP3
2025,VCAN
2026,GOLGB1
2027,EIF3F
2028,ESYT1
2029,RHOA
2030,PYCRL
2031,TTC37
2032,AP3S1
2033,SERPINA5
2034,LGALS3BP
2035,CREG1
2036,PNPLA4
2037,PREPL
2038,CD164L2
2039,DGCR14
2040,STIM1
2041,HNRNPA0
2042,GLS
2043,LAMTOR3
2044,ZBTB7A
2045,CBR1
2046,COL1A1
2047,MTO1
2048,MYLK
2049,GTF2H2C
2050,JOSD1
2051,STXBP5
2052,RTN4
2053,ZC3HAV1
2054,KRT18
2055,ANXA5
2056,ZNF765
2057,PSMA2
2058,GALNT18
2059,SNX3
2060,MLLT4
2061,ARHGEF25
2062,UGGT1
2063,DGAT1
2064,ZNF395
2065,LIPA
2066,IL27RA
2067,BUB1
2068,ABHD12
2069,CPEB4
2070,METAP1
2071,TCERG1
2072,PTTG1IP
2073,NR2F6
2074,SNX8
2075,RAP1A
2076,LETMD1
2077,RIN2
2078,CCDC130
2079,EPHB3
2080,NCOA4
2081,EMC8
2082,RP11-345J4.5
2083,GLYR1
2084,PDXDC1
2085,JAGN1
2086,CLP1
2087,LEPROTL1
2088,CSNK1A1
2089,RNF13
2090,ERCC5
2091,IL17RE
2092,CENPB
2093,CENPT
2094,INPP4A
2095,SYT7
2096,NEK9
2097,SCGB2A2
2098,ZBTB43
2099,SF3B2
2100,PDE4DIP
2101,CHD6
2102,PDAP1
2103,CARD10
2104,TRAM1
2105,KIAA2018
2106,EVL
2107,C9orf16
2108,EMB
2109,KIF5B
2110,BSG
2111,KMT2E
2112,WDR1
2113,GOLGA8R
2114,MICB
2115,MOB2
2116,EGR3
2117,TIMM9
2118,CXorf23
2119,SLC1A4
2120,COMMD6
2121,TMEM230
2122,OAS2
2123,RARS
2124,CTSC
2125,LAMTOR4
2126,KIAA1467
2127,ASF1A
2128,MCM3
2129,TRAPPC6A
2130,APOC1
2131,PAMR1
2132,SLC16A2
2133,DTNA
2134,LMO7
2135,IGF1
2136,CALU
2137,ANKRD28
2138,TMEM255A
2139,SMYD3
2140,MCMDC2
2141,ZNF32
2142,UCK1
2143,P3H3
2144,FOXK1
2145,TRIM28
2146,PTPRF
2147,FAU
2148,OLR1
2149,UROS
2150,PHKG1
2151,TSPAN14
2152,WDR61
2153,MED9
2154,DTX2
2155,GIMAP7
2156,PKM
2157,ARHGDIA
2158,CDK5RAP3
2159,CCL3L3
2160,RIMS2
2161,CBWD3
2162,ANP32E
2163,SRP54
2164,ASH1L
2165,TMED7
2166,MFSD3
2167,CDV3
2168,SH2B2
2169,ANP32B
2170,GOLT1B
2171,EIF3C
2172,FBRSL1
2173,RSL1D1
2174,MICA
2175,NAB2
2176,SCP2
2177,CLEC11A
2178,BEX4
2179,SLC35C2
2180,ITGB1
2181,ARPC1B
2182,DDOST
2183,RFWD3
2184,DECR1
2185,ING4
2186,IQCB1
2187,TMEM167A
2188,PGK1
2189,SLC35A2
2190,CCDC152
2191,RAP2B
2192,MZT1
2193,DUSP4
2194,HNRNPDL
2195,TRIOBP
2196,ERGIC1
2197,DNAJA4
2198,DEPTOR
2199,ENTHD2
2200,SMAD7
2201,MEF2C
2202,PSMD8
2203,MARCH6
2204,FAM229A
2205,PRDM1
2206,PAXBP1
2207,GTPBP2
2208,ATOX1
2209,SSRP1
2210,AP3D1
2211,PLEKHB2
2212,NDUFB7
2213,LIPE
2214,NACA2
2215,H3F3B
2216,SLC18B1
2217,NAV2
2218,AP5M1
2219,CLDN3
2220,BSPRY
2221,WDR83OS
2222,ACSL5
2223,FBXL2
2224,FBLN1
2225,UBE2Q1
2226,E2F4
2227,TDRD5
2228,CARKD
2229,BABAM1
2230,GRHPR
2231,PPP2CB
2232,PAPD5
2233,YIF1B
2234,CH25H
2235,SETD8
2236,BCL2L13
2237,TALDO1
2238,ATP13A1
2239,EXOSC4
2240,SETX
2241,UBE2L6
2242,PLTP
2243,NDUFA7
2244,PIK3C2A
2245,RPS17
2246,BCAP31
2247,NPIPA3
2248,SAP30L
2249,POLR2I
2250,OSCP1
2251,NCOA5
2252,TNNC2
2253,KCNIP4
2254,CLIC1
2255,PPP2R5B
2256,DAZAP2
2257,ORMDL3
2258,MTSS1
2259,MANF
2260,ITFG3
2261,ZNF793
2262,MYEOV2
2263,MGAT1
2264,CAMK2N1
2265,PEX19
2266,PSMC2
2267,IMMT
2268,MMADHC
2269,SYTL4
2270,MANSC1
2271,ENDOD1
2272,PPARG
2273,ARMC5
2274,STX6
2275,FARSB
2276,TMEM165
2277,CYSTM1
2278,CSK
2279,MFN2
2280,THOP1
2281,FAM160B1
2282,MRPL34
2283,NARS
2284,MYADM
2285,UCN
2286,RPAP3
2287,FERMT2
2288,RAB6A
2289,TMEM156
2290,ETS1
2291,HIF1A
2292,CCT2
2293,MAP3K7
2294,LRRFIP1
2295,APEH
2296,CRY2
2297,IFI16
2298,RAB14
2299,SLC35A3
2300,OGT
2301,USP47
2302,CNOT8
2303,RARA
2304,MDK
2305,NUFIP2
2306,TMEM248
2307,AOAH
2308,DNAJB9
2309,PIH1D1
2310,JAK1
2311,PLEKHA5
2312,SQSTM1
2313,MFSD1
2314,SLC25A6
2315,PLA2G16
2316,SEPT2
2317,ZNF189
2318,SMPD4
2319,TTC39A
2320,TADA2A
2321,ATP9A
2322,MON2
2323,IRAK1
2324,HOXB3
2325,UPF3A
2326,PARVA
2327,CLUH
2328,WBP5
2329,ENPP2
2330,CSNK1E
2331,ARPC5L
2332,CYB5R3
2333,NAMPT
2334,PARD6B
2335,ZNF768
2336,IL18BP
2337,CPSF7
2338,TBRG1
2339,DENND3
2340,RND3
2341,ZNF267
2342,TMEM134
2343,MED25
2344,PHC2
2345,NLK
2346,RPS27L
2347,ID2
2348,RDH10
2349,PNPT1
2350,PAFAH1B1
2351,SHTN1
2352,DPY30
2353,BZW2
2354,CARD16
2355,C7orf55-LUC7L2
2356,NINJ1
2357,ASPSCR1
2358,SYNPO2
2359,CERK
2360,ZNF397
2361,VAMP5
2362,C1orf21
2363,DENND4B
2364,SPCS2
2365,UBE2G2
2366,CREM
2367,SELK
2368,EPHX2
2369,MARVELD2
2370,GNB2
2371,CMBL
2372,CLN3
2373,MLST8
2374,OAF
2375,FOXD1
2376,CARM1
2377,TMEM263
2378,IER5L
2379,SCARA3
2380,TARDBP
2381,UACA
2382,CMTM3
2383,RPRD1B
2384,FCGRT
2385,FCGR3A
2386,ARMC1
2387,NPM1
2388,CCDC12
2389,CNP
2390,CD8A
2391,SDC4
2392,DKC1
2393,FBXL19
2394,NBPF11
2395,RAB1B
2396,NUPL1
2397,METTL2A
2398,SIN3B
2399,PTGES2
2400,RFPL4B
2401,CFL1
2402,SLAIN2
2403,RPS3A
2404,IRAK3
2405,PPIL1
2406,USP42
2407,PDCD6
2408,FN1
2409,ATP13A2
2410,KCNAB1
2411,CHEK1
2412,ERCC8
2413,C4orf3
2414,TBC1D3I
2415,IFI27
2416,MATR3
2417,MXD1
2418,NOMO1
2419,PDIA4
2420,ZNF549
2421,TRIM72
2422,TP53RK
2423,PEX2
2424,EFNB1
2425,GDE1
2426,IFNAR1
2427,RAB27B
2428,FAM86B2
2429,IRF2BP2
2430,MROH1
2431,CTNND1
2432,NPIPB5
2433,FAM135A
2434,RAP1GAP2
2435,TRIM11
2436,CHURC1
2437,SDE2
2438,RBM5
2439,RAB13
2440,ATP6AP1
2441,IGLL5
2442,RGS19
2443,MRPS12
2444,FAM132A
2445,C1orf43
2446,NDRG1
2447,PRKDC
2448,NPR1
2449,CYR61
2450,FARP1
2451,CCAR2
2452,ARFGAP2
2453,USP24
2454,IARS
2455,NT5C3B
2456,ICA1
2457,ATF3
2458,DDX5
2459,RBSN
2460,CCDC109B
2461,COL8A2
2462,XPO1
2463,IGFBP2
2464,COL2A1
2465,CD14
2466,TIMMDC1
2467,ZCCHC7
2468,SH3GLB1
2469,TRRAP
2470,EMP2
2471,TRMT1L
2472,FOS
2473,RHOBTB3
2474,CD44
2475,LGALS9B
2476,PSCA
2477,SDF2
2478,KDM5A
2479,SNX5
2480,COPS6
2481,PCGF2
2482,TOP2A
2483,VAV1
2484,ZNF18
2485,CTCF
2486,MAPK1
2487,WDR35
2488,HOXB2
2489,HYOU1
2490,SUPT5H
2491,SLC35F6
2492,VBP1
2493,BET1
2494,EPDR1
2495,SNX22
2496,ERGIC3
2497,TMEM209
2498,C19orf43
2499,PSMC5
2500,TM9SF4
2501,ARNT2
2502,AGR2
2503,CD6
2504,EFHD2
2505,DTYMK
2506,MAP4
2507,GPR108
2508,DICER1
2509,TLE1
2510,GTF2A1
2511,PPFIBP1
2512,COX8A
2513,EEF2K
2514,EIF4G2
2515,RNF141
2516,DDHD1
2517,PCNX
2518,COG3
2519,COPG1
2520,TMEM65
2521,RALB
2522,HLA-DRA
2523,AUTS2
2524,CAMSAP2
2525,POLR2H
2526,UTP11L
2527,SMIM14
2528,SETD3
2529,SLC44A1
2530,NBPF10
2531,ZDHHC24
2532,MLEC
2533,AHCY
2534,PRR13
2535,APLP2
2536,SRP9
2537,ATP6V1H
2538,TRIM68
2539,CHD4
2540,MIER3
2541,SMPDL3A
2542,NOB1
2543,UVRAG
2544,FAM46A
2545,BBS2
2546,GPS2
2547,TSFM
2548,CRK
2549,ZNF639
2550,MCCC2
2551,PRPF19
2552,ASS1
2553,GGA1
2554,PET100
2555,ATP2C2
2556,SEPN1
2557,ATP2A2
2558,ZNF37A
2559,ARHGAP21
2560,RPS4X
2561,ARAP3
2562,IER5
2563,CCDC34
2564,NSRP1
2565,RALGPS2
2566,SSU72
2567,ADRM1
2568,PNPLA2
2569,FAM134A
2570,SOCS6
2571,MIPEP
2572,SRD5A1
2573,ADH1C
2574,BCL7B
2575,TSKU
2576,NKTR
2577,VLDLR
2578,OLFML3
2579,CLPP
2580,MCM3AP
2581,SERPINB1
2582,ADSS
2583,CLIC4
2584,CTAGE5
2585,RNPEPL1
2586,SEMA4C
2587,C11orf98
2588,SRP68
2589,SRP19
2590,GPALPP1
2591,SLX1A
2592,SLC25A13
2593,POLD1
2594,ACTN1
2595,HOOK3
2596,NRP2
2597,C9orf41
2598,SERPINH1
2599,HMCN1
2600,CCDC71
2601,SLC30A6
2602,CP
2603,LSM8
2604,ZNF16
2605,PNMT
2606,TCP11L1
2607,CCRL2
2608,ANKIB1
2609,LRIG2
2610,CDC42SE2
2611,PYGL
2612,SLIRP
2613,AGA
2614,NDUFAF4
2615,GLRX2
2616,BRF1
2617,SDAD1
2618,NDUFA6
2619,CATIP
2620,COPA
2621,MAP3K1
2622,ARHGAP44
2623,SRSF5
2624,PLCB4
2625,RELA
2626,MYO1C
2627,NUP160
2628,DCP2
2629,ARMCX3
2630,MTA2
2631,LMBRD1
2632,FBXL20
2633,TRAF5
2634,SFN
2635,LAMC1
2636,HIC1
2637,CCDC28B
2638,ELF3
2639,OGFOD1
2640,SNRPB2
2641,APOL6
2642,KCTD2
2643,PARP9
2644,RAB35
2645,BIN2
2646,C19orf52
2647,CDC14B
2648,C11orf74
2649,ARID1B
2650,DCAF17
2651,SMARCB1
2652,PLEKHO1
2653,ABCD1
2654,HNRNPM
2655,TMEM63A
2656,PANK4
2657,CXCL17
2658,HMG20B
2659,NOP56
2660,MPHOSPH10
2661,FAM102A
2662,SMIM20
2663,MEAF6
2664,FAM3C
2665,TSC22D3
2666,LDLRAD4
2667,BRD1
2668,PQBP1
2669,COASY
2670,ABTB1
2671,POLR3K
2672,ZFP36L1
2673,GCC2
2674,NDUFA4
2675,HLA-C
2676,CERS5
2677,CRBN
2678,ARHGAP39
2679,MAFB
2680,DCUN1D5
2681,CHMP2B
2682,C1orf35
2683,MIA3
2684,F10
2685,MEF2BNB
2686,MRPL46
2687,SNX27
2688,TAB2
2689,HPS5
2690,ARHGAP1
2691,HGF
2692,RCSD1
2693,CIAPIN1
2694,TCF4
2695,ARSK
2696,MNT
2697,YIPF4
2698,AXL
2699,RSRC2
2700,STRN
2701,FUNDC2
2702,PLIN3
2703,ABCD4
2704,ENTPD6
2705,PLOD2
2706,HDGF
2707,TIMM8B
2708,ERMARD
2709,CAPS
2710,NUDT4
2711,PES1
2712,TMUB1
2713,FBXL17
2714,SEPT9
2715,HMGN3
2716,PPIL6
2717,HMGB2
2718,PI4KB
2719,YOD1
2720,REC8
2721,ING5
2722,RBM22
2723,NFE2L1
2724,ATAD2B
2725,CMTM4
2726,RING1
2727,TMED3
2728,PACS2
2729,POLDIP2
2730,FAM20A
2731,C18orf32
2732,RNF34
2733,GNB4
2734,TBL1X
2735,UBE3C
2736,FAM84B
2737,DNAJC16
2738,TMEM242
2739,NAP1L1
2740,TSC22D1
2741,AKAP10
2742,FAM210B
2743,RAB2A
2744,E2F5
2745,EPT1
2746,DHX15
2747,PRUNE
2748,MYL12B
2749,LAS1L
2750,SDC2
2751,SRSF2
2752,RNPS1
2753,DLG3
2754,TMEM243
2755,STAT3
2756,CTSL
2757,DDIT3
2758,SERPINE2
2759,ITPRIPL2
2760,APOL1
2761,GSTP1
2762,PPP1R13L
2763,TINAGL1
2764,PPP3CA
2765,TRAPPC8
2766,MRPS22
2767,APH1A
2768,PDLIM5
2769,HSD17B10
2770,RRP8
2771,ALDH6A1
2772,MME
2773,AIF1L
2774,TRIP12
2775,ITGB1BP1
2776,EXOC4
2777,HN1L
2778,TMEM144
2779,NOTCH1
2780,IFT140
2781,PXYLP1
2782,CSTF2
2783,DBF4
2784,COL10A1
2785,FAAP100
2786,ARIH2
2787,RNF126
2788,CPT1A
2789,HBS1L
2790,FYCO1
2791,SPIN1
2792,AP2S1
2793,HNRNPK
2794,SLC22A17
2795,PIGX
2796,VPS29
2797,LPCAT1
2798,RNF7
2799,ELP6
2800,EIF1AD
2801,RHBDD1
2802,SHC1
2803,UBL3
2804,TMEM261
2805,CTNNB1
2806,NDRG2
2807,SPR
2808,FZD2
2809,NDUFA9
2810,FPGS
2811,SLC39A11
2812,CEP120
2813,ATP5F1
2814,COL26A1
2815,FAM110A
2816,SHROOM1
2817,TRIM26
2818,MBTPS1
2819,STX7
2820,FGD6
2821,MPND
2822,CCP110
2823,ZNF593
2824,RPRD2
2825,E4F1
2826,NBPF1
2827,RPL13A
2828,SBNO1
2829,MMD
2830,DDX28
2831,PEX16
2832,A1BG
2833,ATP5O
2834,MBD1
2835,SLC35E2B
2836,FADS2
2837,JCHAIN
2838,C1orf122
2839,GOLGA8M
2840,ERP29
2841,PDCL
2842,ATXN1
2843,PDGFRB
2844,RANBP6
2845,EEF1B2
2846,KCTD17
2847,PAPOLB
2848,C12orf54
2849,NDUFAF7
2850,PTPRK
2851,MAOA
2852,SBDS
2853,BPNT1
2854,KRT10
2855,COA4
2856,CDKN1A
2857,QKI
2858,SLC38A1
2859,C19orf12
2860,ARNT
2861,CORO1B
2862,SH3KBP1
2863,P4HTM
2864,CMAS
2865,IER3
2866,CEP250
2867,DMAP1
2868,ABHD4
2869,PDCD4
2870,CTSB
2871,B4GALNT4
2872,TBC1D15
2873,CYC1
2874,MYO9B
2875,SLC46A1
2876,TRPM4
2877,TTYH3
2878,RNF170
2879,CTR9
2880,NGDN
2881,AMIGO2
2882,TNFSF10
2883,TTC3
2884,CNPY2
2885,CAP2
2886,TM4SF18
2887,TSC22D4
2888,SRGAP2C
2889,HNRNPA1
2890,RNF103
2891,SERBP1
2892,MRS2
2893,ST5
2894,VAPB
2895,EDEM2
2896,TUFM
2897,YEATS2
2898,PLEKHJ1
2899,SEC61B
2900,KIAA1429
2901,PGLS
2902,VIM
2903,RIOK1
2904,TRERF1
2905,NSMAF
2906,ACSS2
2907,PRDX4
2908,BCL3
2909,AFAP1
2910,POLD2
2911,FGFR1OP
2912,SF3B6
2913,KRT19
2914,PDSS1
2915,PTGES3
2916,SULF2
2917,PSAP
2918,FNIP2
2919,ZBTB37
2920,HECTD1
2921,NDUFAB1
2922,TOP1
2923,FPR1
2924,CD55
2925,PACS1
2926,NCKAP1
2927,SOS1
2928,GPC6
2929,VEGFC
2930,DDR2
2931,LACTB
2932,KLHL15
2933,FBXL15
2934,PALLD
2935,TMEM187
2936,TRIM69
2937,CNDP2
2938,GLI4
2939,DNTTIP1
2940,DHX38
2941,MRPS26
2942,CX3CL1
2943,PTRF
2944,TP53BP2
2945,PCSK7
2946,FAT4
2947,MZF1
2948,ALG10B
2949,ZNF638
2950,SFRP2
2951,GPNMB
2952,NAA50
2953,PPP1R3C
2954,VASN
2955,RNF114
2956,TCF12
2957,FAM208B
2958,CTXN1
2959,FKBP5
2960,SET
2961,SIK2
2962,WDR33
2963,MYO5A
2964,RMND5B
2965,RNF115
2966,MRPS11
2967,DDAH2
2968,PGRMC1
2969,TMEM70
2970,E2F3
2971,CIB1
2972,CDC5L
2973,DUSP14
2974,KIF4A
2975,SLC25A25
2976,DNAL1
2977,WDR60
2978,JAM3
2979,C17orf62
2980,RAB11A
2981,CD151
2982,TXNRD2
2983,GOT2
2984,TMEM106B
2985,BFAR
2986,EBAG9
2987,COL4A2
2988,ISCA1
2989,RRBP1
2990,EIF5AL1
2991,METRN
2992,NDUFAF6
2993,PCNP
2994,ACD
2995,FGFR3
2996,ABI1
2997,LPCAT2
2998,EPB41L4A
2999,ZNF25
3000,CHKA
3001,APEX1
3002,COL6A2
3003,KDM6A
3004,GALNT1
3005,HINT1
3006,PTPRA
3007,DAP
3008,PLEKHF2
3009,GULP1
3010,TK1
3011,SRCIN1
3012,MRPL19
3013,HSD17B4
3014,RANBP1
3015,IDH2
3016,KHNYN
3017,ARHGEF39
3018,ANKRD13D
3019,FAM83H
3020,PVRL4
3021,TMEM205
3022,GSDMC
3023,TSR3
3024,UNC50
3025,CPSF3L
3026,ZNF621
3027,MIEF2
3028,FAR1
3029,TMEM47
3030,PAK6
3031,CASP8
3032,SCAMP3
3033,FAM21C
3034,MORC4
3035,SLC41A3
3036,SLC35E1
3037,ABHD17C
3038,ACBD3
3039,ALDH2
3040,MSN
3041,SERINC2
3042,CTSK
3043,ATXN2L
3044,YTHDC2
3045,ARMC8
3046,VPS25
3047,FNDC3B
3048,CARHSP1
3049,CHUK
3050,POFUT1
3051,DDX54
3052,KIAA0368
3053,MICAL1
3054,PIM3
3055,PPP6R1
3056,ZNF26
3057,VGLL3
3058,EP400
3059,CTU1
3060,LAPTM4B
3061,MRPL17
3062,TUSC3
3063,RANGAP1
3064,MON1B
3065,UQCRQ
3066,SARNP
3067,CRISPLD2
3068,SEC23B
3069,IL17RC
3070,RBM45
3071,KLF16
3072,RAB34
3073,KCTD12
3074,CTBS
3075,MYO1F
3076,PDLIM3
3077,LRRC26
3078,SH3BP2
3079,HEBP2
3080,RRAGA
3081,ACTR1B
3082,YIPF5
3083,SAV1
3084,TMBIM4
3085,BOK
3086,TFF3
3087,KCTD18
3088,KDM2B
3089,CIRBP
3090,CCDC183
3091,IKBKB
3092,RCN1
3093,DCTN1
3094,HSP90AA1
3095,QARS
3096,EMC1
3097,BCKDK
3098,EIF4A1
3099,ESD
3100,EIF1B
3101,UXS1
3102,DSN1
3103,POLR2L
3104,STK10
3105,FBXO5
3106,PAQR6
3107,TOR1AIP2
3108,NR1H2
3109,MSRB2
3110,THEM6
3111,KIAA1522
3112,FRMD6
3113,PRR36
3114,UAP1L1
3115,EDRF1
3116,TAF11
3117,SIRT3
3118,DUS1L
3119,PREX1
3120,AP1M1
3121,PLCH1
3122,ARIH1
3123,TMEM44
3124,ABTB2
3125,NOL7
3126,DHX30
3127,RBL1
3128,PKIB
3129,PDXK
3130,GREM1
3131,ATL3
3132,POLR2E
3133,GAA
3134,MRPL50
3135,EFS
3136,PIGS
3137,INPPL1
3138,ATG9A
3139,TMCO1
3140,ERO1L
3141,FAM98C
3142,SLC27A2
3143,GABARAPL2
3144,TOPBP1
3145,PPP2R5E
3146,SNAP29
3147,ATP6V1E1
3148,FEZ2
3149,IFT43
3150,PPM1H
3151,HMGB3
3152,KIAA1143
3153,LRFN3
3154,GAS6
3155,VAV2
3156,NFYC
3157,DOCK4
3158,HNRNPC
3159,AIP
3160,LHFP
3161,NEK1
3162,TRPM7
3163,NDUFA8
3164,TNRC18
3165,CTLA4
3166,C1QBP
3167,DCLK2
3168,WBP1
3169,TSSC1
3170,UQCR10
3171,LRP1
3172,PCID2
3173,UBE2M
3174,TRAPPC1
3175,HEATR1
3176,ZNF569
3177,SGK1
3178,FBXL5
3179,HSD17B1
3180,SLC25A1
3181,ATP6V1F
3182,RBM47
3183,GNAI1
3184,ALG9
3185,ANKRD10
3186,MAP3K4
3187,MRPS35
3188,CTU2
3189,EIF2AK4
3190,SUDS3
3191,MXRA5
3192,DOCK5
3193,LAMA4
3194,ORAI1
3195,LMAN1
3196,SPNS1
3197,IMPDH1
3198,GLCE
3199,FAM127C
3200,OGFRL1
3201,N4BP2L2
3202,HSBP1
3203,MSMO1
3204,CLIP4
3205,PSMA5
3206,STMN1
3207,RGS12
3208,SERF1B
3209,MRPL14
3210,POR
3211,RYR2
3212,GTF3A
3213,NRAS
3214,TMOD3
3215,MBNL1
3216,FBXO44
3217,IRX3
3218,GLG1
3219,AHSA2
3220,CD177
3221,C4orf32
3222,SPARCL1
3223,PVRL3
3224,BTG3
3225,ASAP1
3226,EIF2S2
3227,ADARB1
3228,SLC22A31
3229,KRT17
3230,BRIX1
3231,PHF20L1
3232,FGF13
3233,TAF9B
3234,FEM1A
3235,SERAC1
3236,BIN1
3237,SMAD2
3238,SYT12
3239,NEURL1
3240,BRD4
3241,DGCR8
3242,APRT
3243,DNAJC27
3244,GNA11
3245,RPRD1A
3246,SPICE1
3247,SLC30A7
3248,SKIV2L
3249,GPR75-ASB3
3250,SDHC
3251,SYPL1
3252,RAB1A
3253,C1QB
3254,TSC1
3255,TNFRSF10C
3256,R3HDM1
3257,ATG2B
3258,MMAB
3259,ATP9B
3260,USP31
3261,LEAP2
3262,ARFGEF3
3263,PRDX2
3264,URI1
3265,HNRNPH2
3266,PRRC2A
3267,WDR48
3268,NPL
3269,FOXA1
3270,MRPL51
