,gene
4223,Idh2
4224,Slc6a6
4225,Samd4b
4226,Ttc9
4227,Vps13b
4228,Serp1
4229,Clcn4-2
4230,Ablim2
4231,Gapdh
4232,Grsf1
4233,Btbd9
4234,Tmeff1
4235,Slc30a4
4236,Psmd2
4237,Kansl3
4238,Nog
4239,Chchd3
4240,Errfi1
4241,Dll1
4242,Stxbp1
4243,Gars
4244,Gm12070
4245,Vps72
4246,Rtfdc1
4247,Nudt9
4248,Ccnf
4249,Npat
4250,Mdn1
4251,Tln2
4252,Zfp715
4253,Ndufaf4
4254,Rpl22l1
4255,Herc3
4256,Cryl1
4257,Glyr1
4258,Hn1
4259,Crmp1
4260,Cbx7
4261,Lrrc4b
4262,Lysmd2
4263,Ogfod3
4264,Cacfd1
4265,Creg1
4266,Strn4
4267,Rlim
4268,A530058N18Rik
4269,Atg3
4270,Gcdh
4271,Gga3
4272,Rsf1
4273,Arhgef7
4274,Gpr116
4275,Ogfr
4276,Ltbp4
4277,Hint1
4278,Slc7a6os
4279,Pip5k1c
4280,Rcn2
4281,Efhd1
4282,Rerg
4283,Tspan18
4284,Ppm1j
4285,Cep350
4286,Mios
4287,Rabac1
4288,Tchp
4289,Cdc42ep1
4290,Necab1
4291,Srsf9
4292,Serpine2
4293,Cask
4294,Rnf187
4295,Epn2
4296,Ube2e3
4297,Tshz2
4298,H3f3a
4299,Ckb
4300,Pik3r1
4301,Nufip1
4302,Bloc1s4
4303,Pax6
4304,Vps39
4305,Ammecr1l
4306,Limk1
4307,Nedd9
4308,Mrps12
4309,2310009B15Rik
4310,Immt
4311,Ntrk3
4312,Nus1
4313,Tpm4
4314,Magi1
4315,Usf2
4316,Arpc5l
4317,Ttll5
4318,Tcf25
4319,Tmem151b
4320,Pxdn
4321,Numb
4322,Capn2
4323,Aplp2
4324,Nsf
4325,Smpdl3a
4326,Kpna1
4327,Fbxo22
4328,Calr
4329,Qpct
4330,Coprs
4331,Hist1h2ab
4332,Rbm4
4333,Sema3a
4334,Abl2
4335,Slc25a18
4336,Gm9866
4337,Map9
4338,Fam134a
4339,Arsb
4340,Atp9a
4341,Cst3
4342,Ap2b1
4343,Etv5
4344,Sgsm3
4345,2310003H01Rik
4346,Etfb
4347,Sec23ip
4348,Khdrbs3
4349,S100a1
4350,Abce1
4351,Plekhg5
4352,Gm996
4353,Dok5
4354,Tgoln1
4355,Dock3
4356,9530082P21Rik
4357,Atp2b2
4358,Lbr
4359,Rlbp1
4360,Ebf2
4361,Mapkap1
4362,Wdr82
4363,Rpl41
4364,Lamp2
4365,Pdgfa
4366,Pnrc2
4367,Bod1
4368,Scn8a
4369,Arhgap12
4370,Jak2
4371,Gfra2
4372,Slc7a11
4373,Kcna4
4374,Top1
4375,Zfc3h1
4376,Scoc
4377,Atp1b3
4378,Scamp5
4379,Rsad1
4380,Tspo
4381,Pcdh10
4382,Smim7
4383,Tpp2
4384,Fam188a
4385,Tab2
4386,Zfp41
4387,Aktip
4388,Sdccag8
4389,Paip2
4390,Pde4d
4391,Dynlrb1
4392,Napg
4393,Oxsr1
4394,Orc6
4395,Ugp2
4396,Micu3
4397,Habp4
4398,Bok
4399,Faim2
4400,Ass1
4401,Ccar1
4402,Slc2a8
4403,Tub
4404,Bfar
4405,Anapc11
4406,Drap1
4407,Erlec1
4408,Zfp383
4409,Spink10
4410,Clp1
4411,Zfp180
4412,Aqp4
4413,Mphosph8
4414,Polb
4415,Fam214a
4416,Fmnl2
4417,Rundc3a
4418,Ivd
4419,Fbxo18
4420,Aagab
4421,Snord104
4422,Hspb8
4423,Mrpl45
4424,Gca
4425,Immp1l
4426,Taok1
4427,U2af2
4428,Ssu72
4429,Ccndbp1
4430,Slc2a3
4431,Gstm2
4432,Pten
4433,Gap43
4434,Pfkfb2
4435,Pfn2
4436,Notch1
4437,Por
4438,Cd200
4439,Snn
4440,Get4
4441,Strada
4442,Nefl
4443,Slc30a5
4444,Rhog
4445,Mtif3
4446,Ppp1r1a
4447,Tomm6
4448,Timp2
4449,Crispld2
4450,2010012O05Rik
4451,Mxi1
4452,Syp
4453,Hspa8
4454,Scaf11
4455,Eml2
4456,Hmgcs2
4457,Snrpd2
4458,Setd7
4459,Dcx
4460,Atp6v1g1
4461,Add1
4462,Cep95
4463,Slc4a1ap
4464,Rnf144a
4465,Myh9
4466,Ppp3ca
4467,Smpd4
4468,Adcy2
4469,Anapc2
4470,Parg
4471,Gde1
4472,Vip
4473,Rab1b
4474,Mpc1
4475,Eif4a3
4476,Olig1
4477,Gucy1a3
4478,Prpf38a
4479,Gmpr
4480,Pgbd5
4481,Ftl1
4482,Podxl2
4483,Nek9
4484,Alas1
4485,Fam134b
4486,Nars
4487,Pja2
4488,Slc25a23
4489,Ints4
4490,Sec24b
4491,Nr2c1
4492,Mif4gd
4493,Ampd3
4494,Rnf5
4495,Polr3gl
4496,Ipo8
4497,Fosl2
4498,Ado
4499,Pecam1
4500,Cdc73
4501,Tmx1
4502,Cav2
4503,Crebrf
4504,Hs3st1
4505,Erlin2
4506,Maff
4507,Cinp
4508,AI597468
4509,Fkbp3
4510,Rabgap1l
4511,Tbc1d5
4512,Oaz1
4513,Senp2
4514,Itgav
4515,Ech1
4516,Hdgfrp2
4517,Tsfm
4518,Syncrip
4519,Edf1
4520,Braf
4521,Oxa1l
4522,Mmgt1
4523,Pdcl3
4524,Clvs2
4525,Bach1
4526,Tspyl1
4527,Kcmf1
4528,D930016D06Rik
4529,Casp7
4530,Ina
4531,Stard7
4532,Cables1
4533,Atxn7l1
4534,Slc50a1
4535,Dhx36
4536,Cpsf3l
4537,Pspc1
4538,Frat1
4539,Cox8a
4540,Tiprl
4541,Glrx5
4542,Mmd
4543,Hs6st1
4544,Akap8l
4545,Pdlim4
4546,Col4a3bp
4547,Fuca2
4548,Arpc4
4549,Eny2
4550,Tmem208
4551,Rpl22
4552,Ankrd6
4553,Caskin1
4554,Rbm27
4555,Rps26
4556,Nit2
4557,Itpr1
4558,Nbeal2
4559,Cbx4
4560,Ubald2
4561,Tppp
4562,Rpn2
4563,Zfp862
4564,Polq
4565,St6galnac4
4566,Arih2
4567,Men1
4568,Fubp1
4569,Epas1
4570,Olfml3
4571,Rabggtb
4572,Gtdc1
4573,Phrf1
4574,Cdr1
4575,Pcdha2
4576,Psip1
4577,Rab5b
4578,Eif5
4579,Phf3
4580,Grip2
4581,Stmn4
4582,Csde1
4583,Phospho2
4584,Tnfrsf19
4585,Pbrm1
4586,Fibcd1
4587,Manbal
4588,2810025M15Rik
4589,Rcan1
4590,Tbc1d23
4591,Rpl14
4592,Ctbp1
4593,Dcc
4594,Sil1
4595,Sdc3
4596,Tshz1
4597,G6pdx
4598,Ermp1
4599,Ndufs3
4600,Bin1
4601,Rplp1
4602,AI414108
4603,Zfp955b
4604,Rps15a-ps6
4605,Synj1
4606,Ppa2
4607,Gm15800
4608,Cisd1
4609,Rasa4
4610,Stk11
4611,Fbxo44
4612,Inpp4a
4613,Mtmr10
4614,Mtpap
4615,Nde1
4616,Pfkl
4617,Fnip1
4618,Dtymk
4619,Vbp1
4620,Creb3
4621,Tmem183a
4622,Deaf1
4623,Cdc16
4624,Pfdn5
4625,Adora1
4626,Brd2
4627,Smchd1
4628,Me3
4629,Sgsm1
4630,Csdc2
4631,Osbpl8
4632,Syap1
4633,Atp1a1
4634,Xrn2
4635,Snx2
4636,Tmem184b
4637,Kcnip4
4638,Aars
4639,Ccdc32
4640,Snca
4641,Asna1
4642,Commd4
4643,Cx3cl1
4644,Vwa1
4645,Mmab
4646,Fkbp5
4647,Srp19
4648,Fam168b
4649,Sox10
4650,Abat
4651,Hnrnpl
4652,Pus10
4653,0610007P14Rik
4654,Trnt1
4655,Naa10
4656,Neurl1b
4657,Sh3pxd2b
4658,Ak3
4659,Shisa9
4660,Slc46a1
4661,Pdhb
4662,Btf3l4
4663,Oxr1
4664,Rictor
4665,Drd5
4666,Utp18
4667,Zc3h7b
4668,Sp8
4669,Lpar4
4670,Ptprn
4671,Ptplad1
4672,Nptn
4673,Kifc3
4674,Rfesd
4675,Araf
4676,Myeov2
4677,Myo19
4678,Slc37a3
4679,2010315B03Rik
4680,Cnot1
4681,Phyh
4682,Pcdhb9
4683,Tmed2
4684,Zfp219
4685,Agfg1
4686,Tmem170b
4687,Ppp1r21
4688,Prss23
4689,Fam120aos
4690,Wdr20a
4691,Stat3
4692,Rgs19
4693,Tdrkh
4694,Coa3
4695,Hprt
4696,Ufc1
4697,Ccdc88a
4698,Kif3a
4699,Ube2m
4700,Ppm1h
4701,Rpl18a
4702,Rbm14
4703,Coro1c
4704,Hmgn2
4705,H2-Ke6
4706,Camk2n1
4707,Rpl5
4708,Spryd7
4709,Mtmr6
4710,Hspb11
4711,Mbp
4712,Ccdc176
4713,AI462493
4714,Kctd8
4715,Tmem246
4716,Mrpl3
4717,Pdha1
4718,Celf6
4719,Bccip
4720,Htra1
4721,Srp9
4722,Tmem130
4723,Psma2
4724,Prex2
4725,Itch
4726,Mvd
4727,Zfp362
4728,Ddhd1
4729,Cstb
4730,Zic2
4731,Nr4a1
4732,0610040J01Rik
4733,Necap2
4734,Osgin2
4735,Ccdc181
4736,Fbxo10
4737,Rnh1
4738,Lgr4
4739,Hs2st1
4740,Ppip5k1
4741,6330403A02Rik
4742,Trib1
4743,Ctnna1
4744,Cadm4
4745,Ly6e
4746,Snap47
4747,Sumo1
4748,Rufy3
4749,Tbc1d13
4750,Ubap2l
4751,Akap17b
4752,Pparg
4753,Iars
4754,Atp1b2
4755,Pla2g7
4756,Hax1
4757,Sirpa
4758,Nr1d2
4759,Elk3
4760,Srrm1
4761,Otud1
4762,Dner
4763,Nop2
4764,Zfp365
4765,9630033F20Rik
4766,Uba6
4767,Scyl3
4768,Smarca2
4769,Col1a2
4770,Psmc6
4771,Rtn2
4772,Spryd3
4773,Plat
4774,Pcgf1
4775,Safb
4776,Pgrmc1
4777,Fyn
4778,Extl2
4779,P2ry12
4780,AI836003
4781,Arf6
4782,Phip
4783,Ccl27a
4784,Spice1
4785,Etfdh
4786,Ankrd44
4787,Ociad2
4788,Pisd
4789,Atp5a1
4790,Paxbp1
4791,Madd
4792,Praf2
4793,Myh14
4794,Scrt1
4795,Tsc2
4796,Dnajc5
4797,Chm
4798,Pelo
4799,Ranbp9
4800,Rnf167
4801,Serf1
4802,Aprt
4803,Dusp16
4804,Dffa
4805,Ccdc141
4806,Aph1b
4807,Zkscan1
4808,Fam84a
4809,Entpd4
4810,Adipor2
4811,Map1lc3a
4812,Actg1
4813,Chsy1
4814,Stau2
4815,Surf2
4816,Dbi
4817,Eef1g
4818,Clu
4819,Hnrnpd
4820,Cpt1c
4821,Txnrd1
4822,Mettl15
4823,Hnrnph2
4824,Elof1
4825,Pim2
4826,Rhobtb2
4827,Fam45a
4828,Klhl29
4829,Blcap
4830,Svop
4831,Rbx1
4832,Ndufaf7
4833,Abca2
4834,Rnps1
4835,Spag9
4836,Galntl6
4837,Macf1
4838,Doc2g
4839,Arl3
4840,Mien1
4841,Nsg2
4842,Mcm3ap
4843,Cep170b
4844,Gnai1
4845,Tpm1
4846,Slc35a4
4847,Csnk2a1
4848,Serinc5
4849,Dctn4
4850,Prss12
4851,Dst
4852,Cd34
4853,Dgkd
4854,Zfp706
4855,Runx1t1
4856,Ufd1l
4857,Syne1
4858,Nae1
4859,Asb3
4860,Usp19
4861,Hif1a
4862,Trem2
4863,Ndufa2
4864,Pou6f1
4865,Acot7
4866,Acvr1
4867,Zdhhc4
4868,Ctnnb1
4869,Tm9sf3
4870,Stx18
4871,Bsg
4872,Cyb5b
4873,Elmo2
4874,Nlgn1
4875,Emc4
4876,Cct2
4877,Enah
4878,Nedd8
4879,Mdh1
4880,Polr2e
4881,Smcr7l
4882,Med14
4883,Ppp2r1b
4884,Hyou1
4885,Tnks2
4886,Yy1
4887,Pdzd11
4888,Tia1
4889,Cbr1
4890,Map6
4891,Atpif1
4892,Rcl1
4893,Apold1
4894,Ppig
4895,Qrich1
4896,Cux2
4897,Eif4g3
4898,Adamts10
4899,Rbm3
4900,A230050P20Rik
4901,Vcam1
4902,Ormdl3
4903,Irf2bp2
4904,Larp4
4905,Nedd4
4906,Cycs
4907,Pqbp1
4908,Caprin1
4909,Robo2
4910,Irf2bpl
4911,Gltscr1l
4912,Irgq
4913,B230118H07Rik
4914,Ppfia2
4915,Kcnc1
4916,Vgf
4917,Prdx5
4918,Slc22a17
4919,Adrbk1
4920,Serbp1
4921,Usp22
4922,Htt
4923,Chd4
4924,Uchl1
4925,Mark3
4926,Gpr88
4927,Cdip1
4928,Rassf2
4929,2610001J05Rik
4930,Arfgef2
4931,Ppp1cc
4932,Pon2
4933,Eif3g
4934,Cggbp1
4935,Sorbs2
4936,Darc
4937,Egfl7
4938,Nup205
4939,Vstm2l
4940,Psmb3
4941,Fbxo21
4942,Vps9d1
4943,Ncoa1
4944,Atp5o
4945,Ccdc134
4946,Fbrsl1
4947,Sec23a
4948,Slc25a4
4949,Pde1b
4950,Dcaf12
4951,Fam117b
4952,Klhl23
4953,Dbx2
4954,Dync1i1
4955,Cplx2
4956,Cry2
4957,Gdf6
4958,Rhot1
4959,Ttc8
4960,Neu1
4961,Cds1
4962,Tspan15
4963,Esf1
4964,Lhfp
4965,Fam32a
4966,Tmbim6
4967,Zbtb8os
4968,Dpm1
4969,Beta-s
4970,Simc1
4971,9330159F19Rik
4972,Rasgrp1
4973,Cpeb1
4974,Ppp1r2
4975,Ube2d3
4976,Larp4b
4977,Spg20
4978,Snta1
4979,Ube2l3
4980,Os9
4981,Sepw1
4982,Vps11
4983,Magee2
4984,Slc1a2
4985,Cox6b1
4986,Drp2
4987,Timm8b
4988,Fnta
4989,Herc2
4990,Tom1
4991,Ccdc149
4992,Sf3a2
4993,0610009D07Rik
4994,Nhsl2
4995,Slc17a7
4996,Ica1l
4997,Gpm6a
4998,Abcd4
4999,Pln
5000,Nacc1
5001,2310044G17Rik
5002,Gria1
5003,Pogz
5004,Cbx6
5005,Atn1
5006,Sh3glb1
5007,Fam171b
5008,B2m
5009,Pcm1
5010,Parp14
5011,Tfrc
5012,Tmub2
5013,2610020H08Rik
5014,Rnf44
5015,Pcf11
5016,Mum1l1
5017,Slc4a4
5018,Wdr45b
5019,Fem1a
5020,Foxp1
5021,Ilk
5022,Fam193a
5023,Peli1
5024,Deb1
5025,Rcn1
5026,Pnn
5027,Ppm1b
5028,Ubn2
5029,Fam160b1
5030,Trp53i11
5031,Bloc1s5
5032,Pitpna
5033,Fxyd1
5034,Lrig3
5035,Hcn1
5036,Cox5a
5037,Wars
5038,Rangap1
5039,Tmem167b
5040,Syngr2
5041,Fam172a
5042,Chchd1
5043,Eif3k
5044,Prrc2b
5045,Ndufa10
5046,Atp8a1
5047,Ryr1
5048,Cluh
5049,Mrps11
5050,Tsnax
5051,Rer1
5052,Hsdl1
5053,Nup214
5054,Cnga4
5055,Ireb2
5056,Slc25a14
5057,Ypel3
5058,Abhd12
5059,Sptlc1
5060,Anks1b
5061,Pigyl
5062,Stx1a
5063,Tubb4b
5064,Uqcc
5065,Nubp2
5066,Fgfrl1
5067,Tmem192
5068,Dkk3
5069,Kif1a
5070,Polr2m
5071,Twf1
5072,Nfat5
5073,Ndst3
5074,Oat
5075,Snapc4
5076,Grasp
5077,Arl6ip1
5078,Trappc4
5079,6330416G13Rik
5080,Vamp2
5081,Fam131b
5082,Dpp6
5083,Plekha5
5084,Sars
5085,Npm1
5086,Igf1r
5087,Aldh2
5088,Prr24
5089,Sat1
5090,Syt5
5091,Hist1h2ae
5092,Usp32
5093,B3galt2
5094,Enoph1
5095,Mir684-1
5096,Pan3
5097,Efr3b
5098,Trak1
5099,Dym
5100,Mtf1
5101,Angpt1
5102,Dnajc17
5103,Ywhag
5104,Ufm1
5105,Akap6
5106,Dynll1
5107,Tesc
5108,Lamp1
5109,Hspa9
5110,Clta
5111,Zfp316
5112,Galnt2
5113,Hsdl2
5114,Btf3
5115,BC031181
5116,Nvl
5117,Smndc1
5118,B930041F14Rik
5119,Asns
5120,Slc9a3r1
5121,Phf8
5122,Uty
5123,Fkbp4
5124,Epm2aip1
5125,Slco2b1
5126,Scp2
5127,Tpd52l2
5128,Dscaml1
5129,Gareml
5130,Tspan5
5131,Vmac
5132,Spon1
5133,Grin2c
5134,Pcdh20
5135,Gtf2h5
5136,Fam195a
5137,Paip1
5138,Zmiz2
5139,Ttyh1
5140,Chrna2
5141,Kitl
5142,Micu2
5143,Wdr33
5144,Pde5a
5145,Plp1
5146,Asun
5147,Aatk
5148,Hsp90b1
5149,Agpat3
5150,S100a4
5151,Trh
5152,Fscn1
5153,Cars
5154,Prpf6
5155,Cacna1g
5156,Nelfa
5157,Med24
5158,Mgat2
5159,Negr1
5160,Ica1
5161,Pkn1
5162,Akt3
5163,Rtf1
5164,B4galt2
5165,Omd
5166,Gstm3
5167,Vdac2
5168,Ipo11
5169,Rab4b
5170,Spata2l
5171,Rif1
5172,Narf
5173,Tuba1b
5174,Ctsa
5175,Sf3b1
5176,Ghr
5177,1810026J23Rik
5178,Hbb-b2
5179,Nudt2
5180,Shroom2
5181,Add2
5182,Zfp62
5183,1110004F10Rik
5184,Tomm7
5185,Zscan21
5186,Ppp1r9a
5187,Capn10
5188,Sec14l1
5189,Cox7a2
5190,Ifi27l2a
5191,Clasrp
5192,Scpep1
5193,Hnrnpu
5194,Csnk1g2
5195,Vma21
5196,S1pr1
5197,Pcbp4
5198,Lonp2
5199,Styx
5200,Zmpste24
5201,Setd6
5202,Fam151b
5203,Fam102b
5204,Cited4
5205,Adcy1
5206,Camk2d
5207,Ppp3cb
5208,Nt5c
5209,Nup153
5210,Anapc5
5211,Ptpre
5212,Mrpl35
5213,Acbd6
5214,Mllt11
5215,Hectd3
5216,Arf3
5217,Syt3
5218,Slc25a44
5219,Prpf38b
5220,Creld1
5221,Cntd1
5222,Fam43a
5223,Fam149b
5224,Arhgef10
5225,Pigo
5226,Tmem176b
5227,Cdk16
5228,Mea1
5229,Sdha
5230,Loh12cr1
5231,Plekhb1
5232,Rnf2
5233,Dcaf5
5234,Timm17b
5235,Crbn
5236,Zmat3
5237,Tmem259
5238,Dnm2
5239,Ifi27l1
5240,Ndufs7
5241,Dexi
5242,Stard3
5243,Hnrnpab
5244,Matr3
5245,Dhx15
5246,Nrgn
5247,Tiam1
5248,Trafd1
5249,Elp2
5250,Psph
5251,Hipk1
5252,Ttpal
5253,Cuedc1
5254,Azin1
5255,Cabp1
5256,Pxk
5257,Lamc1
5258,Sspn
5259,Ldb1
5260,Sos2
5261,Cnih3
5262,Mtmr2
5263,C330006A16Rik
5264,Emc6
5265,Wdr75
5266,9430023L20Rik
5267,Ddx39b
5268,Ccdc85b
5269,Cd82
5270,Clip4
5271,Cacng5
5272,Atad3a
5273,Ehd3
5274,Mknk2
5275,Casd1
5276,Ndufb9
5277,Brix1
5278,Xpa
5279,Zxda
5280,Tceal1
5281,Tmem230
5282,Mef2c
5283,Sqrdl
5284,Rpl38
5285,Zfhx2
5286,Arih1
5287,Ctdnep1
5288,Gopc
5289,Glrb
5290,Fem1b
5291,Ccdc28b
5292,Gabarap
5293,Mapk3
5294,Metap1
5295,Eif3h
5296,Dip2b
5297,Ubr5
5298,Polr3h
5299,Dnajb9
5300,Calm1
5301,Rpl27a
5302,Zfp532
5303,Trim37
5304,Afg3l2
5305,Alad
5306,Reep1
5307,Wipf3
5308,Uck1
5309,Ufsp2
5310,Fndc5
5311,Psmd4
5312,Yipf5
5313,Plcxd2
5314,Slc39a14
5315,Ldha
5316,Ncor2
5317,Rpl15
5318,Tubb3
5319,Ndrg2
5320,Cpne7
5321,Mrpl20
5322,Meis2
5323,Sdc4
5324,Gtf3c4
5325,Donson
5326,Snap91
5327,Ndufs4
5328,Elp5
5329,Syt11
5330,Poli
5331,Rplp0
5332,Gm11696
5333,Mllt3
5334,Tmem87a
5335,Csnk1d
5336,Tle4
5337,Spire1
5338,Suz12
5339,Rps20
5340,Pomt1
5341,Arx
5342,Tmem106b
5343,Clstn3
5344,Arl8a
5345,Iqsec3
5346,Pkia
5347,Sbf2
5348,Dag1
5349,Ap1m1
5350,Eif2s1
5351,Ube2j1
5352,Tex264
5353,AI837181
5354,Ict1
5355,Smarcc2
5356,Mnat1
5357,Iqub
5358,Ubqln2
5359,Thy1
5360,Pfdn4
5361,Gclc
5362,Dhrs2
5363,Srp54a
5364,Pdzd4
5365,Mzt1
5366,Rps3a1
5367,Prkar1a
5368,Prkce
5369,Tomm70a
5370,Sfi1
5371,Kifap3
5372,Fam114a2
5373,Pisd-ps1
5374,Ap3s2
5375,Mars
5376,Rexo4
5377,Rps27l
5378,Xpo5
5379,Acta1
5380,Pacsin1
5381,Rnf7
5382,Nras
5383,Mrfap1
5384,Stox2
5385,Cyld
5386,Syn2
5387,Nsmaf
5388,Med29
5389,Dpm3
5390,Rgag4
5391,Adam10
5392,Ptprm
5393,Tubb4a
5394,Abracl
5395,Camta1
5396,Fbxo6
5397,Neto1
5398,Raf1
5399,Rac3
5400,Shfm1
5401,Ttc13
5402,Cpsf4
5403,Kpnb1
5404,Srebf1
5405,Slc25a28
5406,Unc79
5407,Thoc7
5408,Kat2b
5409,Ppargc1a
5410,Prpf4b
5411,Tmem251
5412,Ggct
5413,Mrps18a
5414,Kctd3
5415,Pts
5416,Snap25
5417,Slc6a13
5418,Ccs
5419,Atp5g3
5420,Atp6v1e1
5421,Ascc1
5422,Mbip
5423,Lrrc16a
5424,Npr1
5425,Gng12
5426,Mrpl12
5427,Emc3
5428,0610010K14Rik
5429,Gm608
5430,Fam189b
5431,Larp1b
5432,Slc11a2
5433,Cdhr1
5434,Chid1
5435,Hmgn1
5436,Spata5
5437,Ube3a
5438,Ldhb
5439,Ept1
5440,Dhrs13
5441,Perp
5442,Arhgap39
5443,Stx7
5444,Zfp12
5445,Rbbp7
5446,Zfp760
5447,Mcf2l
5448,Ndufb11
5449,M6pr
5450,Ptrhd1
5451,Nop10
5452,Tmem80
5453,Shank1
5454,Mat2a
5455,Cdk5rap2
5456,Tmpo
5457,Nav1
5458,Psma3
5459,Clk1
5460,Acsbg1
5461,Zcchc14
5462,Hnmt
5463,Txndc12
5464,Grm1
5465,Supt4a
5466,Cdh11
5467,Rph3a
5468,Rps3
5469,Cebpz
5470,Clptm1l
5471,Itpk1
5472,A230073K19Rik
5473,Sh3gl3
5474,Ctdspl2
5475,Arhgdia
5476,Taf1a
5477,Rasgrf1
5478,Snrpe
5479,Dlx1
5480,2410018M08Rik
5481,Usp29
5482,Fbxo11
5483,Il34
5484,Gigyf1
5485,Klhdc2
5486,Sub1
5487,Nnat
5488,Tyro3
5489,Trib2
5490,Elmod1
5491,Xrcc4
5492,Tmem260
5493,Aph1a
5494,Atp6v0e
5495,Eif2s3y
5496,Rufy2
5497,Odf4
5498,Eif4h
5499,Mon1b
5500,Dnajb1
5501,Dbc1
5502,Sephs1
5503,Col19a1
5504,Rrnad1
5505,Cdr2l
5506,Sec22a
5507,Acly
5508,Ndufb2
5509,Chpf
5510,Lrrfip2
5511,Rnf145
5512,Sdf4
5513,Kctd12
5514,Tnfrsf1a
5515,Mrps24
5516,Slc25a3
5517,Scg5
5518,Wdr44
5519,Hbp1
5520,A830082K12Rik
5521,AI854703
5522,Mrs2
5523,Rtn3
5524,Pygo2
5525,Mtch1
5526,Krt222
5527,Dmxl1
5528,Tanc2
5529,Tubgcp2
5530,Slc6a7
5531,Lin54
5532,Ttc3
5533,Mark2
5534,Nrsn1
5535,Arrdc3
5536,Tmsb15b1
5537,Igfbp5
5538,Cat
5539,Tmem35
5540,Dcaf11
5541,Tob2
5542,Thap1
5543,Pds5b
5544,Pgm2l1
5545,Cntn2
5546,Mon2
5547,Bai2
5548,Pdxp
5549,Bmpr2
5550,B4galt6
5551,Ralbp1
5552,Ctnnd2
5553,Jund
5554,Id1
5555,Trpm3
5556,Vps18
5557,Ssr4
5558,Mettl9
5559,Denr
5560,C1ql1
5561,Fam120b
5562,Plekhf2
5563,Hdac2
5564,Unc50
5565,Tomm40
5566,Gm6654
5567,5930403L14Rik
5568,Pclo
5569,Aldoc
5570,Gdap2
5571,Wbp4
5572,Cacnb2
5573,Tgfbr1
5574,Sez6l
5575,Eef1d
5576,Ptp4a3
5577,Necap1
5578,Ugdh
5579,Kazn
5580,Mff
5581,Klhl22
5582,Pim3
5583,Lrrtm1
5584,Zfp784
5585,Atp5f1
5586,Zfp622
5587,Snap29
5588,Dynlt1b
5589,Rab7l1
5590,Jup
5591,Fkbp1a
5592,Cirbp
5593,Zfp322a
5594,Ctdp1
5595,Blmh
5596,Hexim2
5597,Fut8
5598,Pcp4l1
5599,Anp32e
5600,Dlgap4
5601,Osbpl1a
5602,Arl2
5603,Idh3b
5604,Dennd1b
5605,Tsc22d4
5606,Poglut1
5607,Hsd17b10
5608,Synpr
5609,Tmem5
5610,Ece2
5611,Cript
5612,Dnm1l
5613,Srsf3
5614,Nsun2
5615,Dhx35
5616,Acvr1c
5617,Tax1bp3
5618,Fhl2
5619,Acadl
5620,Emc10
5621,Mrps34
5622,Ttll12
5623,Tmed9
5624,Skiv2l
5625,Snhg11
5626,Ncam1
5627,Zfp423
5628,Olfm1
5629,Ngf
5630,Nol3
5631,Ndufa3
5632,Hat1
5633,Wbp7
5634,Tmem145
5635,Zdhhc7
5636,Tmsb4x
5637,Commd3
5638,Cxx1a
5639,Tm9sf2
5640,B3galnt2
5641,Taf15
5642,Cct3
5643,Gm13298
5644,Tmem62
5645,Fasn
5646,2810459M11Rik
5647,Usp2
5648,Lrp11
5649,Glud1
5650,Aldh3a2
5651,Ap2a2
5652,Ewsr1
5653,Osbp
5654,Dock10
5655,Elovl4
5656,Lin7c
5657,Itm2b
5658,Aurkaip1
5659,Suv420h1
5660,Mag
5661,Dhx38
5662,Dlg2
5663,Rnf157
5664,Pcdhb12
5665,Eif4g2
5666,Pigq
5667,Ttc30a1
5668,Arnt2
5669,Rapgef4
5670,Zfp790
5671,Cds2
5672,Tmem126a
5673,Gtf2e1
5674,Gspt2
5675,Mfsd6
5676,Rpl31-ps12
5677,Dusp6
5678,Ift122
5679,Kcnc2
5680,Zfp385a
5681,Pdk2
5682,Sptbn2
5683,Lrrc40
5684,Ppil3
5685,Adrbk2
5686,Tmem223
5687,Exoc6b
5688,Atl3
5689,Pianp
5690,Dcp1b
5691,1810041L15Rik
5692,Tatdn2
5693,Dhx57
5694,Sdpr
5695,Gfra4
5696,Cttnbp2nl
5697,Ddx24
5698,D630045J12Rik
5699,Tpp1
5700,Bptf
5701,Ptcd3
5702,Scn1b
5703,Dcbld1
5704,Socs7
5705,Tmem229a
5706,Suclg2
5707,Strap
5708,Olfr1000
5709,Ash1l
5710,Vsnl1
5711,Mpeg1
5712,Hdac11
5713,Sfxn4
5714,Ktn1
5715,Ppapdc1b
5716,Rgl2
5717,Rpl6
5718,Mapkapk5
5719,Atp6v1d
5720,Ubald1
5721,Rap1gap
5722,Azi1
5723,Ublcp1
5724,Rpl37a
5725,Mrpl43
5726,Tmem59l
5727,Tmprss5
5728,Slco1c1
5729,Ubxn6
5730,Tceb3
5731,Kansl1
5732,Serpina3n
5733,Purg
5734,Prdm4
5735,Stac2
5736,Qrsl1
5737,Slc25a19
5738,4930506M07Rik
5739,Srpr
5740,Dtx3
5741,Dars
5742,Tars2
5743,Gosr1
5744,Pex11b
5745,Dut
5746,Rab40b
5747,Ankrd24
5748,Maml2
5749,Rhpn2
5750,Zdhhc9
5751,Trappc12
5752,Atg16l1
5753,Scrn2
5754,Runx2
5755,C130074G19Rik
5756,Tgfb1i1
5757,Lclat1
5758,Trim30d
5759,Kctd9
5760,Coq7
5761,Hs3st4
5762,Pias1
5763,Them6
