,gene
8446,Osgep
8447,Phf13
8448,Alg12
8449,Zfp623
8450,Vash1
8451,Pex1
8452,Acer3
8453,Rhot2
8454,Pnpo
8455,Cyp4v3
8456,Ccdc50
8457,Aup1
8458,Zgpat
8459,Foxp2
8460,Fam98a
8461,Arfgap1
8462,Cntln
8463,B4galnt4
8464,Snora47
8465,Spag1
8466,Ufl1
8467,A130010J15Rik
8468,Wdr18
8469,Gm7120
8470,Etohi1
8471,Zbtb7a
8472,Lpp
8473,Abcf3
8474,Cdc42ep4
8475,Lrrc59
8476,BC017158
8477,Cep70
8478,Dcaf6
8479,2310047M10Rik
8480,Dom3z
8481,Aass
8482,Dclre1b
8483,Gm14744
8484,Dnajc12
8485,Tmem202
8486,Ahctf1
8487,Shd
8488,Mgp
8489,Cmtm6
8490,Prmt8
8491,S100a11
8492,Thap4
8493,Nol12
8494,Nupl1
8495,Gcat
8496,4933421O10Rik
8497,Sec14l2
8498,Srpk3
8499,Zfp428
8500,Sh2d5
8501,Slc35e1
8502,Sar1a
8503,Fam46a
8504,Rbms3
8505,Kcnk3
8506,Snrpd3
8507,5430402E10Rik
8508,Gpr108
8509,Chrdl1
8510,Tusc1
8511,Pik3r2
8512,Myo1d
8513,Sgol1
8514,Bcap29
8515,Ccdc157
8516,Fcrls
8517,Snora31
8518,Nkain2
8519,Ptprt
8520,Pnkp
8521,Klhl40
8522,Scarb1
8523,Slc25a37
8524,Gnpda1
8525,Nr1h2
8526,Fam203a
8527,Ube2t
8528,Cd86
8529,Lrfn3
8530,Lrrn2
8531,Slc25a15
8532,Ttc39b
8533,Spag6
8534,Impa1
8535,Wscd2
8536,Rnf103
8537,Med12
8538,Gtf2ird1
8539,Wwtr1
8540,Amotl1
8541,Sirt6
8542,Caprin2
8543,Col15a1
8544,Pik3r4
8545,Mpst
8546,Pcgf3
8547,Ndrg1
8548,Map1s
8549,Zcchc24
8550,Taf9
8551,Ddo
8552,Nrg1
8553,Smim11
8554,Iscu
8555,Rhno1
8556,Cdkn3
8557,Fam114a1
8558,Mrps7
8559,Ncf2
8560,Gtf2a1
8561,Frmpd4
8562,Dbt
8563,Yif1b
8564,F630028O10Rik
8565,Fen1
8566,4930415O20Rik
8567,Mcm4
8568,Slit3
8569,Fgd4
8570,Zc3h14
8571,Rfng
8572,Tmco4
8573,Apaf1
8574,Lrrc57
8575,Wdfy4
8576,Leprel2
8577,Galnt4
8578,P2ry13
8579,Adprhl2
8580,Map7
8581,Fbxo36
8582,Unc13a
8583,Clmp
8584,Nphp1
8585,AW209491
8586,Commd6
8587,Arid3a
8588,Anks3
8589,Hfe
8590,Polr3a
8591,Egr2
8592,Bend4
8593,Tpst2
8594,Tmem123
8595,Eda
8596,Prg4
8597,Tmed4
8598,A730017C20Rik
8599,Barhl2
8600,2610044O15Rik8
8601,Pmm2
8602,Parp12
8603,Brms1l
8604,Ptpn14
8605,Zfp768
8606,Cep135
8607,Lipt1
8608,St3gal4
8609,Smim8
8610,Sh3pxd2a
8611,Gem
8612,Angel1
8613,Upf3b
8614,Tnfaip8
8615,Klhl15
8616,3110009E18Rik
8617,Mpv17
8618,Fut10
8619,AK129341
8620,Ogfod2
8621,Serpinb1a
8622,Ube2e1
8623,Zfp775
8624,Cpsf2
8625,Tspan6
8626,Lgals9
8627,Ddn
8628,Rab39b
8629,Col20a1
8630,Tmem132a
8631,Slc44a1
8632,Bcl9l
8633,Metrnl
8634,Slc12a7
8635,Ephx2
8636,Mir684-2
8637,Ptges
8638,Eva1c
8639,Irgm2
8640,H2-Ab1
8641,Tbc1d24
8642,Rpp25l
8643,Tacc3
8644,Pdcd11
8645,Atp5sl
8646,Gm8615
8647,Serpinh1
8648,Gpr173
8649,Dkkl1
8650,Sdr39u1
8651,Taf9b
8652,Bend5
8653,Myo9a
8654,Myc
8655,Plxnb1
8656,Kdm2b
8657,Mrps36
8658,Ush1g
8659,Pcdh17
8660,Gm19522
8661,Gadd45a
8662,Hgsnat
8663,Atf6b
8664,Tes
8665,Rbm48
8666,Stk35
8667,R3hcc1l
8668,Lman2l
8669,Rasgef1b
8670,Yy2
8671,Tmem39b
8672,Zbtb7b
8673,Vkorc1l1
8674,Cdk12
8675,Spty2d1
8676,Zfp831
8677,Ermn
8678,Mirg
8679,Ppp5c
8680,Pde8b
8681,Hba-a2
8682,Marveld1
8683,H2-Ke2
8684,2210404J11Rik
8685,Znrd1
8686,Dmap1
8687,Mbtd1
8688,Anapc13
8689,Sh3rf2
8690,Clock
8691,Coasy
8692,Sgk3
8693,Gm12250
8694,Plcl2
8695,Arl6ip4
8696,Thap7
8697,Nhlrc2
8698,Arpc1b
8699,Recql5
8700,Psmg4
8701,Sfrp4
8702,Napepld
8703,Uhrf1bp1
8704,Rgmb
8705,Gfer
8706,Plod3
8707,Flad1
8708,R3hcc1
8709,Sox21
8710,Vps36
8711,Nup188
8712,Gmppa
8713,Nfya
8714,Nr2e1
8715,Prkd3
8716,Armc10
8717,Ptpn21
8718,Atxn1l
8719,Kcna5
8720,Klf12
8721,Gale
8722,C2
8723,Cd48
8724,Cyp2d22
8725,Dgcr8
8726,Mlxip
8727,Smpd2
8728,Trappc5
8729,Rsph4a
8730,Jakmip2
8731,Galnt18
8732,Lnx2
8733,Cd55
8734,Rps6kl1
8735,Slc22a23
8736,Tnrc6c
8737,Tyrobp
8738,Npm3-ps1
8739,Cd83
8740,Ring1
8741,Cdkal1
8742,Lsm2
8743,Evc2
8744,Nans
8745,Pla2g4b
8746,Lnpep
8747,Arhgef25
8748,Tbc1d7
8749,Asb1
8750,Top3b
8751,Arid4a
8752,Xk
8753,Ccdc17
8754,Atg2a
8755,4930570G19Rik
8756,Gripap1
8757,Abhd13
8758,Zscan18
8759,Rtn4rl1
8760,Sh3yl1
8761,Nmt2
8762,Ndufaf3
8763,Zbtb21
8764,Kctd4
8765,Bivm
8766,Rnf122
8767,Sorcs1
8768,Nipsnap1
8769,Vamp5
8770,Sra1
8771,Nom1
8772,Gm14057
8773,Sigmar1
8774,Zfp516
8775,Klc4
8776,Slc47a1
8777,Cobll1
8778,Papolg
8779,Mob1a
8780,Elovl2
8781,Car15
8782,Pycr2
8783,Hif3a
8784,Mob1b
8785,Zc3hc1
8786,Meis1
8787,Bmp2
8788,Zbtb40
8789,Sstr3
8790,Pcdhb15
8791,Osbpl7
8792,Cpeb3
8793,Scaf8
8794,Vars2
8795,Ttpa
8796,Npl
8797,Rnd3
8798,Daglb
8799,Zfp398
8800,Zfp90
8801,Coa4
8802,Sag
8803,Triobp
8804,Apip
8805,Kcnq5
8806,Ninj1
8807,Zkscan16
8808,Flrt1
8809,A330041J22Rik
8810,Hibch
8811,Prmt7
8812,Ccdc53
8813,Clec16a
8814,Airn
8815,Cog6
8816,St6galnac6
8817,1110038B12Rik
8818,2410089E03Rik
8819,Itih3
8820,Abcb1a
8821,Slc30a6
8822,Creld2
8823,Izumo4
8824,Zswim4
8825,Pex7
8826,Zbtb6
8827,Herpud2
8828,Fam210b
8829,Gabrg1
8830,C1qa
8831,Cecr5
8832,Gltp
8833,Gpatch2
8834,Fbxo8
8835,Zfp869
8836,Degs2
8837,Spa17
8838,Ttll11
8839,BC018242
8840,Rhbdd1
8841,Mettl21a
8842,Hira
8843,Tmod3
8844,Tab1
8845,Klf10
8846,Serpinb6a
8847,Proser1
8848,Zfp259
8849,Ddx10
8850,Bmp1
8851,Colec12
8852,Mapkapk3
8853,Wdr48
8854,Ctbs
8855,Ppp1r1c
8856,Gm3435
8857,Wdr78
8858,Syndig1l
8859,Zwint
8860,Palmd
8861,Trp53
8862,Stom
8863,Rcn3
8864,Ube2cbp
8865,Gm11517
8866,Acbd4
8867,Cpt2
8868,Zfpm1
8869,Zfp781
8870,Ikbkap
8871,Spryd4
8872,Cthrc1
8873,Pllp
8874,Pias3
8875,Grb10
8876,Orai1
8877,Ap4e1
8878,Smoc1
8879,Glce
8880,Snap23
8881,Mri1
8882,Meaf6
8883,Parn
8884,Dync2li1
8885,Fuz
8886,Klhl17
8887,Gramd1c
8888,Rassf4
8889,Atf5
8890,Phf21b
8891,Wdr61
8892,Ythdf1
8893,Tagap1
8894,Sod3
8895,Sh3rf1
8896,Rest
8897,Bcl7a
8898,Col5a1
8899,Rcc1
8900,Bbs12
8901,E130102H24Rik
8902,Gng5
8903,Pfn1
8904,Myo18a
8905,Zfp677
8906,Csrnp3
8907,Cars2
8908,Wapal
8909,Jagn1
8910,Setmar
8911,1810058I24Rik
8912,Slc25a35
8913,Cbwd1
8914,Xrcc5
8915,Mphosph6
8916,Bcl6
8917,Gas7
8918,Sec24a
8919,Kcnk2
8920,Zfp2
8921,Fam3a
8922,Chrnb2
8923,Mettl4
8924,Prpf18
8925,Inhbb
8926,Fam64a
8927,9130023H24Rik
8928,Csrp2bp
8929,Ubl4
8930,9430008C03Rik
8931,Ctxn3
8932,Prox1
8933,Haus3
8934,St3gal1
8935,Maoa
8936,Tbc1d30
8937,Enox2
8938,Snhg6
8939,Aldh9a1
8940,Atpaf2
8941,Sfxn2
8942,Fchsd1
8943,Ntn1
8944,Nipa2
8945,Mynn
8946,Oaf
8947,Gm3500
8948,Tmem106c
8949,Nme7
8950,Dcxr
8951,Twistnb
8952,Rom1
8953,Ccl28
8954,Mcur1
8955,Csf1
8956,Ak8
8957,Pcdh8
8958,2810008D09Rik
8959,Cnppd1
8960,Rhbdl1
8961,Tie1
8962,Acpl2
8963,Smco4
8964,Ankdd1b
8965,Pag1
8966,Plscr2
8967,Map3k9
8968,Rb1
8969,Sun2
8970,Prr16
8971,Eya1
8972,Atp2a3
8973,Hck
8974,Itgb2
8975,Tmem108
8976,Gpr37
8977,Ankfy1
8978,Trappc6a
8979,Twf2
8980,D6Wsu163e
8981,Ppie
8982,Arhgap29
8983,Htr2c
8984,F11r
8985,Prim2
8986,Tubgcp6
8987,Fbn1
8988,Amdhd2
8989,Tctex1d2
8990,Tmem42
8991,Nudt22
8992,Lsr
8993,Snhg8
8994,Fbxw8
8995,Myadm
8996,Pla2g6
8997,Zfp944
8998,N28178
8999,Wdr5b
9000,Pde11a
9001,Sptb
9002,Zdhhc24
9003,Orc1
9004,Parp10
9005,Sntg2
9006,Aga
9007,Pdgfb
9008,Mpzl2
9009,Kcnj2
9010,Efna2
9011,Nrn1l
9012,2310057M21Rik
9013,Smn1
9014,Shc1
9015,Wdr55
9016,2610005L07Rik
9017,Atat1
9018,Tada2a
9019,Lrrc4
9020,Foxd3
9021,Rnf111
9022,Ptgs1
9023,Mrpl19
9024,Lrfn2
9025,Gm16062
9026,Myl6b
9027,Pigl
9028,A930041C12Rik
9029,Fbxl20
9030,Gmpr2
9031,Susd2
9032,Ttf2
9033,2810002D19Rik
9034,Gm8801
9035,Drg2
9036,Cep63
9037,Mtmr7
9038,Zfp236
9039,Lrrcc1
9040,Dennd3
9041,Zfp273
9042,Usp28
9043,Tfpt
9044,B9d2
9045,Etohd2
9046,Tlr3
9047,Thumpd1
9048,Rint1
9049,Zfp317
9050,Nanos1
9051,Becn1
9052,Dysf
9053,Klf15
9054,Polr3f
9055,Pofut1
9056,BC052040
9057,Chic2
9058,Taf1d
9059,Mnd1
9060,Isoc2a
9061,Ccl17
9062,Ppp1r18
9063,Ifi205
9064,Gng7
9065,Tbl2
9066,Dusp23
9067,Ltbp3
9068,Cttn
9069,D10Bwg1379e
9070,Polr2k
9071,Hmgxb4
9072,Boc
9073,Bre
9074,Crym
9075,Tbc1d17
9076,Lysmd1
9077,Igfbp4
9078,Ntn3
9079,Hltf
9080,Ccpg1
9081,Ptger4
9082,Dtx3l
9083,Anxa2
9084,Tmem179b
9085,Upp1
9086,Fam217a
9087,Dcaf4
9088,Hecw1
9089,Pqlc1
9090,Fam117a
9091,Coq5
9092,Cdh22
9093,Ogn
9094,Nrbf2
9095,Crip1
9096,Dis3
9097,Ly86
9098,Nxn
9099,Ikzf1
9100,Fbxo4
9101,Ttc5
9102,Zfp811
9103,Abhd11
9104,Rbpms
9105,Anxa11
9106,Tram1
9107,Itpka
9108,Eml6
9109,Abcb9
9110,Csmd1
9111,Def8
9112,Sertad1
9113,Igfbpl1
9114,Tmem101
9115,Unc13b
9116,Eif4ebp3
9117,Alk
9118,Slc35b4
9119,Ndst1
9120,Ccdc71
9121,Epb4.1l4b
9122,Slc38a7
9123,Cdhr3
9124,Nr2c2
9125,Hdac4
9126,Egfem1
9127,Rps6kc1
9128,9330020H09Rik
9129,Ntpcr
9130,Tshz3
9131,Ttc27
9132,Ppp1r1b
9133,Top1mt
9134,Chst12
9135,Prps1
9136,Kank2
9137,Taf3
9138,9030025P20Rik
9139,Foxc1
9140,Msh3
9141,Frat2
9142,Ebag9
9143,1810011H11Rik
9144,Krt1
9145,Pdgfra
9146,Msantd2
9147,Gmfg
9148,1110059G10Rik
9149,Fbll1
9150,Ggh
9151,Ifnar1
9152,Tmem8b
9153,St5
9154,C230091D08Rik
9155,Adc
9156,Arl1
9157,Prpf40b
9158,Nfkbil1
9159,Cyp7b1
9160,Zfp385c
9161,Jag2
9162,Slc7a14
9163,Plekhm2
9164,Kcnj6
9165,Il17rc
9166,Mrpl32
9167,Arhgef1
9168,Ccbl1
9169,Tmem110
9170,Nhlrc1
9171,Lsm12
9172,Rab9b
9173,Tmem120a
9174,Klf2
9175,Ppp4r1l-ps
9176,Rfx4
9177,Jrk
9178,Noc2l
9179,I830012O16Rik
9180,Cdc7
9181,Gm3086
9182,Eml4
9183,Tspyl3
9184,Stt3a
9185,Zfp609
9186,Mrpl37
9187,Tefm
9188,Asnsd1
9189,Acat3
9190,Il11ra1
9191,Mcc
9192,Frmd5
9193,Cacna2d3
9194,E530011L22Rik
9195,Kndc1
9196,Cep44
9197,5330417C22Rik
9198,Tpmt
9199,Mnda
9200,Id4
9201,Gm12504
9202,Ganc
9203,Arf2
9204,Abcb6
9205,Bbs5
9206,Lix1l
9207,Nfil3
9208,Ints9
9209,Gm6623
9210,Agt
9211,Tmem143
9212,Emp2
9213,Mtrf1l
9214,Cep85
9215,Reps1
9216,Clpb
9217,Ndp
9218,Ltbp1
9219,Cx3cr1
9220,Zfp292
9221,Col4a2
9222,Stk17b
9223,Slitrk3
9224,Qsox2
9225,Slc31a2
9226,Zfp719
9227,5830417I10Rik
9228,5730522E02Rik
9229,Nup160
9230,Lgi1
9231,Cpne2
9232,2900076A07Rik
9233,Ccne2
9234,Gmeb1
9235,Wdr11
9236,Ccdc174
9237,Endov
9238,Sh2d7
9239,Grn
9240,Pcyox1
9241,Arid5a
9242,Rimklb
9243,Pnp
9244,2010106E10Rik
9245,Pofut2
9246,Med22
9247,Golga2
9248,Stk4
9249,Gjb2
9250,Tchh
9251,Hps5
9252,Tmem173
9253,Cacnb1
9254,Ccdc34
9255,Lgals3bp
9256,Fgfbp1
9257,Svil
9258,Cramp1l
9259,D130043K22Rik
9260,Hist3h2bb-ps
9261,Otud7a
9262,Dbp
9263,Spock2
9264,Skp2
9265,Pip5k1b
9266,Mtfmt
9267,Mro
9268,Inhba
9269,Bst2
9270,Cbfa2t3
9271,Clec3b
9272,Cdpf1
9273,Fntb
9274,Eml3
9275,Trnau1ap
9276,Rfc2
9277,Ak4
9278,Alx4
9279,Plk1s1
9280,Fbrs
9281,Sh2d3c
9282,Mpdz
9283,Lsm1
9284,Zfp35
9285,Pcyox1l
9286,Shisa4
9287,Tagln2
9288,1110054M08Rik
9289,Thap3
9290,Ptpn1
9291,Mreg
9292,Tatdn3
9293,Tcerg1l
9294,2610034B18Rik
9295,Lrrd1
9296,Mut
9297,Alg6
9298,Cnot10
9299,Tmem231
9300,Rfwd3
9301,Thnsl1
9302,Casp6
9303,Itpr2
9304,Pla2g5
9305,Zfp280b
9306,Emx1
9307,Dhdds
9308,Immp2l
9309,Gm11549
9310,AI846148
9311,Fam76b
9312,Slitrk2
9313,Tbc1d22b
9314,Sp2
9315,E2f3
9316,Rmdn2
9317,Ubap2
9318,Gja4
9319,Aldh4a1
9320,Ift172
9321,C030016D13Rik
9322,Hspb1
9323,Uggt2
9324,Acsl5
9325,Lysmd4
9326,Rab3il1
9327,Eya2
9328,Wdr59
9329,Rgl3
9330,Tcp1
9331,Dtd2
9332,Tnc
9333,Gpx8
9334,Rap2b
9335,Prokr2
9336,2210016F16Rik
9337,Mpg
9338,Tsr1
9339,1110032F04Rik
9340,Rhbdd2
9341,Ppic
9342,Galns
9343,Pld2
9344,Kcng4
9345,Tlr12
9346,Smc6
9347,Hemk1
9348,Myrf
9349,Dopey1
9350,Pik3cg
9351,Islr
9352,Maob
9353,Kctd18
9354,Tma16
9355,Ubtd1
9356,Tmem204
9357,Csl
9358,Brcc3
9359,Selenbp1
9360,Prim1
9361,Dpy19l3
9362,Derl2
9363,Tap2
9364,Gtf2f2
9365,Rai14
9366,Dhx33
9367,Aptx
9368,Bcdin3d
9369,Slc39a11
9370,Lrrc33
9371,Lpcat4
9372,Chac2
9373,Chrm4
9374,Llgl1
9375,Chmp1b
9376,Cxxc5
9377,Lima1
9378,Rasip1
9379,Aff3
9380,Nt5c3b
9381,Hps3
9382,Elmsan1
9383,Abcb4
9384,Rab23
9385,Lpin1
9386,Kti12
9387,Sh3bp5l
9388,Gtf2e2
9389,Tmbim1
9390,Alg5
9391,Zfp101
9392,Prdm15
9393,Cldn26
9394,Chfr
9395,Atxn7l2
9396,Ccnjl
9397,Ppp1r12a
9398,Cnep1r1
9399,Col11a1
9400,Ccdc104
9401,Wdr77
9402,Cdc42ep2
9403,Zfp1
9404,Tmem150c
9405,Wdr54
9406,C130036L24Rik
9407,Ace
9408,Oca2
9409,Lama1
9410,Snapc3
9411,Wdr86
9412,Ezh2
9413,Klhdc4
9414,Katnbl1
9415,Gna13
9416,Lcmt2
9417,Atic
9418,Vasn
9419,Tmem115
9420,Fam110c
9421,Zbtb10
9422,Cda
9423,Chd7
9424,Dcbld2
9425,Atf1
9426,Prpf40a
9427,Abl1
9428,Ccdc102a
9429,Arhgap22
9430,Magi3
9431,Wdr19
9432,Garnl3
9433,Vmn2r87
9434,Gm8096
9435,Slc20a2
9436,Bex4
9437,Zfp941
9438,Zfyve21
9439,Gt(ROSA)26Sor
9440,Pgap3
9441,Eng
9442,Bysl
9443,Vps13c
9444,Cish
9445,Traip
9446,2010320M18Rik
9447,Ptrh1
9448,Lat
9449,Fam58b
9450,Epb4.1l5
9451,Mrpl21
9452,Gm10638
9453,Scyl2
9454,Eral1
9455,Slc35g2
9456,Lrsam1
9457,Zfp59
9458,Ppih
9459,Zfp280d
9460,Cdadc1
9461,Ralgps1
9462,Nup133
9463,Thoc6
9464,Stxbp3a
9465,Ccdc9
9466,Shoc2
9467,Fam105a
9468,Sp4
9469,Dctpp1
9470,C230081A13Rik
9471,Wdr81
9472,P2rx7
9473,Pfn4
9474,Ncam2
9475,Mcm6
9476,Acrbp
9477,Tcea2
9478,Ptrh2
9479,BC026590
9480,Fbln2
9481,G530011O06Rik
9482,Raver1-fdx1l
9483,Mapk12
9484,Adamts3
9485,Nsdhl
9486,Fam212b
9487,Tbx3
9488,Fastkd3
9489,Lgi2
9490,Actl6a
9491,Pop1
9492,Ppan
9493,Gucy2g
9494,Col6a2
9495,Tmem100
9496,Ankrd11
9497,Ddx59
9498,Tbc1d2
9499,1700066M21Rik
9500,Npas3
9501,Sac3d1
9502,Actr6
9503,Zfp946
9504,Myrip
9505,Ptger3
9506,Tfap2b
9507,Ccdc84
9508,Pafah2
9509,Sypl2
9510,Slc12a9
9511,Cbx1
9512,Gal3st1
9513,Ephb6
9514,Zfp933
9515,Exoc3l4
9516,Xylt2
9517,Foxn2
9518,5430416N02Rik
9519,Prr13
9520,Vmn2r86
9521,Hpcal1
9522,Cbl
9523,Erdr1
9524,Crnkl1
9525,Fbxl4
9526,Dguok
9527,Klf6
9528,Wnt5a
9529,Nt5dc2
9530,Pes1
9531,Aen
9532,Samd1
9533,2610203C20Rik
9534,Tstd2
9535,Gm15417
9536,Tle1
9537,Ptcd2
9538,Zfp319
9539,Rfx1
9540,1110017D15Rik
9541,Rabep2
9542,Gm5069
9543,Pcca
9544,Zfp708
9545,Eps15l1
9546,Itga6
9547,Nagk
9548,Srd5a1
9549,Acad9
9550,Setbp1
9551,Sfmbt1
9552,Nop16
9553,Oraov1
9554,Pax6os1
9555,Sertad2
9556,Gstk1
9557,Egfl8
9558,Camsap3
9559,Tmem218
9560,Cdc42se1
9561,Tyw5
9562,Steap1
9563,Abcc8
9564,Mcm7
9565,Klhl18
9566,Map4k5
9567,Dennd2a
9568,Cabyr
9569,Zfp799
9570,Zfp597
9571,Pak4
9572,3632451O06Rik
9573,Gm5523
9574,Ccdc3
9575,Brdt
9576,Bin3
9577,Unc93b1
9578,Pdk1
9579,Gpnmb
9580,Dnahc5
9581,Umodl1
9582,Cep89
9583,Prok2
9584,Nbeal1
9585,Gm6531
9586,Fam189a1
9587,Yeats4
9588,Adam33
9589,Mettl25
9590,Ptprr
9591,Exosc10
9592,Flot1
9593,Cks1b
9594,Sap18
9595,Cd151
9596,Zfp397
9597,Pttg1
9598,Porcn
9599,Scnm1
9600,Tmem209
9601,Chrna3
9602,Bbs10
9603,Coq3
9604,Dcdc2b
9605,1810043G02Rik
9606,Map6d1
9607,Zkscan6
9608,Acn9
9609,Tmem109
9610,Map2k3
9611,Tekt2
9612,Prtg
9613,Cry1
9614,Mapk1ip1l
9615,Klf7
9616,Slc7a6
9617,Eps8
9618,6030443J06Rik
9619,D3Ertd751e
9620,Gga2
9621,Zfp563
9622,Npc1
9623,Aars2
9624,Asphd1
9625,Zfand1
9626,Tmem258
9627,Tmem41a
9628,Fez2
9629,Nfkbiz
9630,Speg
9631,Leo1
9632,Hist1h2ao
9633,N4bp3
9634,Smoc2
9635,Vps33a
9636,Wdr31
9637,Ptplb
9638,Gmps
9639,Mettl7a1
9640,Ctdsp1
9641,Nelfcd
9642,Lzts3
9643,Rapgef6
9644,Lrrc14
9645,Pradc1
9646,Lrch1
9647,Smap1
9648,Itpripl2
9649,Gnaz
9650,Mfsd7b
9651,0610007N19Rik
9652,Acot1
9653,Rab40c
9654,Naa15
9655,Fam43b
9656,Vamp3
9657,Clec5a
9658,Pcnt
9659,Bckdk
9660,Scmh1
9661,C920006O11Rik
9662,9330151L19Rik
9663,Afap1l1
9664,Stat6
9665,Cd276
9666,Mall
9667,Pnoc
9668,Zfp217
9669,Aco1
9670,Myd88
9671,Grk5
9672,Ttc23
9673,Phldb2
9674,Chml
9675,Gemin4
9676,Entpd1
9677,1110015O18Rik
9678,Fbxo32
9679,Kcnh4
9680,Col12a1
9681,Cacna2d2
9682,Icam2
9683,Cnot6
9684,Arhgap18
9685,Stat1
9686,Rbm19
9687,2610204G22Rik
9688,Sfpi1
9689,Ehbp1l1
9690,Kcnk12
9691,Daam2
9692,Rnf168
9693,Ifitm1
9694,Cnga2
9695,Gcc1
9696,Actr5
9697,Cxcr5
9698,Hic2
9699,Alkbh7
9700,Ubxn2a
9701,Zfp959
9702,Fzd5
9703,Cckbr
9704,Mboat2
9705,Enox1
9706,Heatr6
9707,N4bp1
9708,Ncstn
9709,Rnf130
9710,Pex5l
9711,Nup210
9712,Golga5
9713,Htr5a
9714,Glmn
9715,Tex30
9716,Phc1
9717,Fkbp15
9718,Lyplal1
9719,C330018D20Rik
9720,Rbm12b1
9721,Vwc2l
9722,Papss2
9723,Gpr137b-ps
9724,2900055J20Rik
9725,Nfatc3
9726,Hyi
9727,Shf
9728,Rell1
9729,Dennd4b
9730,Flnc
9731,A830009L08Rik
9732,H2-DMa
9733,Rps19bp1
9734,Zfp703
9735,Pcdhb17
9736,Zfp472
9737,Car4
9738,Bpifb3
9739,3632454L22Rik
9740,Zfp3
9741,Tssc4
9742,Pus7
9743,Aspdh
9744,Oxld1
9745,Clybl
9746,Kcnf1
9747,Pgam5
9748,1810030O07Rik
9749,Tmtc2
9750,Cul2
9751,Emid1
9752,Adamts4
9753,Zfp282
9754,Ikbkg
9755,Obfc1
9756,Klhl32
9757,2510002D24Rik
9758,Chst7
9759,Nphp4
9760,Irf2bp1
9761,Armc5
9762,1500015A07Rik
9763,Rundc3b
9764,Olig2
9765,P2ry6
9766,Vti1a
9767,Itgb8
9768,4933422A05Rik
9769,Mfsd1
9770,Evc
9771,Rab39
9772,Zbtb20
9773,Clec7a
9774,Arhgap25
9775,Fadd
9776,Gpr75
9777,Tnr
9778,Cep250
9779,Med4
9780,Fam115a
9781,Nubp1
9782,Nxph1
9783,Apbb1ip
9784,Zfp467
9785,Hpn
9786,Pdcd2
9787,Isy1
9788,Brd8
9789,Mpzl1
9790,Foxn3
9791,Kcnc4
9792,Zfp105
9793,9630013A20Rik
9794,Pim1
9795,Pigs
9796,Magel2
9797,Cenpq
9798,Rpa3
9799,Zbtb46
9800,Arfgap3
9801,Ppp1r12c
9802,Gm10548
9803,Ptpn9
9804,Mtr
9805,2310022A10Rik
9806,Zbtb11
9807,Ephb3
9808,Nupr1l
9809,Ppwd1
9810,Ulk4
9811,Phactr4
9812,Nudt16
9813,Impa2
9814,2700062C07Rik
9815,3110035E14Rik
9816,Atf6
9817,Vprbp
9818,Noxo1
9819,0610009L18Rik
9820,Cog5
9821,Spsb3
9822,Fbp1
9823,Tead1
9824,Cilp2
9825,Clcc1
9826,Mx2
9827,Decr1
9828,Kdm6a
9829,Ldlrad4
9830,Oas1c
9831,D430041D05Rik
9832,Plk3
9833,Ammecr1
9834,Dcakd
9835,Utp14a
9836,S100a13
9837,Usp3
9838,Zfp341
9839,Nat2
9840,D17H6S53E
9841,Baz1a
9842,Mxd1
9843,1700012B15Rik
9844,Tinagl1
9845,Adra1a
9846,Dhfr
9847,Gpr126
9848,Egln3
9849,2810021J22Rik
9850,Ccna2
9851,Aldh1a7
9852,S1pr2
9853,Srpk1
9854,Snhg4
9855,Meox1
9856,Nfatc2ip
9857,Top3a
9858,Nfkb1
9859,Sh2b2
9860,Lypd1
9861,Lgr6
9862,Serac1
9863,Ier3
9864,Arhgef16
9865,1700003F12Rik
9866,Gigyf2
9867,Iffo1
9868,Cd320
9869,Swap70
9870,Krt12
9871,Mmp9
9872,Unc5a
9873,Mss51
9874,Abi3bp
9875,Pard6g
9876,Zfp143
9877,Dtnb
9878,Htr1a
9879,Asprv1
9880,Serpind1
9881,Efemp1
9882,Asb2
9883,Sppl2a
9884,Hdac10
9885,Tmem180
9886,Cdc42bpg
9887,Glra2
9888,Abcc1
9889,Bag1
9890,Stx2
9891,Igfbp6
9892,Zbtb26
9893,Ptprb
9894,Slc9a8
9895,Car12
9896,LOC100861615
9897,Tmem185b
9898,Hcn3
9899,Pepd
9900,Trhde
9901,Hspg2
9902,Cir1
9903,Slc9a1
9904,Tctn3
9905,1700084C01Rik
9906,Tmem38b
9907,Dleu7
9908,Dlk2
9909,Rem2
9910,Pold2
9911,Esyt1
9912,Yipf7
9913,Slc46a3
9914,Fam84b
9915,Kif27
9916,Tsr3
9917,Rnf170
9918,Acp2
9919,Crip3
9920,Hmox2
9921,Ly6c2
9922,Gm17066
9923,Sde2
9924,Nrg2
9925,Ier2
9926,D430042O09Rik
9927,Pgpep1
9928,Rbpms2
9929,Klhdc7a
9930,1700003E16Rik
9931,Cc2d1a
9932,Grb14
9933,Gm2027
9934,Dmrtb1
9935,Hspa1b
9936,Ino80
9937,Cept1
9938,Bend3
9939,Tctn2
9940,Nol11
9941,Cib1
9942,Adi1
9943,Gm13476
9944,Nupl2
9945,Mrpl9
9946,B630005N14Rik
9947,Zfp39
9948,Hus1
9949,P4ha3
9950,Naaa
9951,Fbxo30
9952,Slfn8
9953,Sbno2
9954,Oasl2
9955,Sft2d3
9956,Scaper
9957,Gas2l2
9958,Fam185a
9959,BC003965
9960,Dtx2
9961,Tgtp1
