,gene
8536,Igsf8
8537,Map3k7
8538,Krt8
8539,Haghl
8540,C77370
8541,Tmem79
8542,Fancf
8543,Rhog
8544,1700123O20Rik
8545,Iah1
8546,Slc18a2
8547,Mrps18b
8548,Nek6
8549,Sema4g
8550,Otud7a
8551,Sgtb
8552,Tmem175
8553,Ispd
8554,Vkorc1
8555,Kcnj15
8556,Fam129b
8557,Ndufaf2
8558,Nop14
8559,Gramd1c
8560,Frk
8561,Cdc42se1
8562,Spata5
8563,Golm1
8564,AK010878
8565,Foxd3
8566,Hapln1
8567,Synm
8568,Hsd17b10
8569,Pcolce
8570,Stard13
8571,Hyal2
8572,Tcof1
8573,Bcat2
8574,Fas
8575,2810001G20Rik
8576,Tgfbr2
8577,Sox3
8578,L3mbtl3
8579,Txnip
8580,Cs
8581,Mpnd
8582,Sidt1
8583,Ebna1bp2
8584,Rdh10
8585,Slc22a23
8586,Gtpbp4
8587,Kcnc2
8588,Tmem173
8589,Rnf152
8590,Tor1b
8591,Gm4532
8592,Sigmar1
8593,Rchy1
8594,Pts
8595,BC017643
8596,Gpd1l
8597,Mgp
8598,Smim20
8599,Sorcs1
8600,Mmp24
8601,Lrrc4
8602,Bcap29
8603,Atmin
8604,Rtp1
8605,Pvrl3
8606,Gm6607
8607,Cyp4v3
8608,Pgm5
8609,Pnpla3
8610,Rhebl1
8611,Supt6
8612,Rcn3
8613,Fcgr1
8614,Cdc7
8615,Tiprl
8616,Tfip11
8617,Fam13b
8618,Mlip
8619,Med16
8620,Cisd3
8621,Bola2
8622,Creg2
8623,0610030E20Rik
8624,1110057K04Rik
8625,Jmy
8626,Zhx3
8627,Fuz
8628,Tdg
8629,Furin
8630,Rmrp
8631,Ift122
8632,1110038B12Rik
8633,Slc44a2
8634,Hacl1
8635,Tmem158
8636,Eme2
8637,Map3k13
8638,1700023F06Rik
8639,Snhg10
8640,Nfkb1
8641,Acsl1
8642,Gapvd1
8643,Adam17
8644,Gpatch4
8645,Mpv17l
8646,Gas2l1
8647,4632427E13Rik
8648,Cabyr
8649,Magt1
8650,Brpf1
8651,Adamts10
8652,Slc10a7
8653,C4b
8654,Il1rapl1
8655,Sdhaf2
8656,Ficd
8657,Agt
8658,Tsc22d2
8659,Pex16
8660,E130311K13Rik
8661,Med20
8662,Gpr83
8663,Lrrc8a
8664,Vcpip1
8665,Mrps9
8666,0610040F04Rik
8667,Riok1
8668,Zfp9
8669,Csrnp2
8670,Clec2l
8671,Far2
8672,Stk24
8673,Pias3
8674,Ercc2
8675,Jazf1
8676,Ppm1m
8677,Brf2
8678,Ints12
8679,Kcnab1
8680,Zfp120
8681,Osbpl7
8682,Neurod2
8683,Nupr1l
8684,Agfg2
8685,Tacr1
8686,Fam193b
8687,Loh12cr1
8688,Kdsr
8689,Slain2
8690,Casd1
8691,Ndor1
8692,Lsm11
8693,Plac9b
8694,Klf6
8695,Tm9sf1
8696,Arhgap44
8697,Memo1
8698,Samd9l
8699,Cry2
8700,Nbn
8701,Rimklb
8702,Fem1a
8703,Fam3a
8704,1700094D03Rik
8705,Cad
8706,Rbm15
8707,Nlgn3
8708,Fkbp14
8709,Selenbp1
8710,Wdsub1
8711,2810021J22Rik
8712,Nhsl2
8713,Nudcd1
8714,Spg20
8715,Ctdsp1
8716,Tln1
8717,Nabp2
8718,Srek1ip1
8719,Eed
8720,Ppfibp1
8721,Szrd1
8722,Zfp653
8723,Lrrc41
8724,Ghr
8725,Zfp784
8726,Nlrp10
8727,Usp30
8728,Ppa2
8729,Csrp2bp
8730,Mndal
8731,Aldh1l2
8732,Arrdc2
8733,Fkbp1b
8734,Znhit2
8735,Kbtbd7
8736,Mrpl45
8737,Kcnip4
8738,Fbxo34
8739,Swap70
8740,Ammecr1l
8741,Ctu2
8742,Fam217b
8743,Prkaa2
8744,Jmjd6
8745,Gabrb1
8746,Vwf
8747,Mpg
8748,Map3k9
8749,Abtb2
8750,Ptpn13
8751,Adh1
8752,Lypd6
8753,Ptpn22
8754,Rps27l
8755,Fn3k
8756,Iqce
8757,Rhno1
8758,Pqbp1
8759,Rbm34
8760,Hsd11b1
8761,Pdzd11
8762,Lin9
8763,Rbm28
8764,Rnf217
8765,Igsf6
8766,Zfp869
8767,Dennd2c
8768,Tpst2
8769,Ttc39c
8770,1810044D09Rik
8771,Cers2
8772,Rtkn2
8773,Nf2
8774,Mettl20
8775,Sema3d
8776,Ddx56
8777,Samsn1
8778,Lurap1
8779,Mrpl14
8780,Slc25a15
8781,Adcy5
8782,Rpp14
8783,Nudt21
8784,Gal3st1
8785,Rtn4r
8786,Mtfmt
8787,Rragc
8788,Kcnip3
8789,Neu1
8790,Cul9
8791,Rbpms
8792,S1pr2
8793,Zfp668
8794,Snrnp48
8795,Heca
8796,1810058I24Rik
8797,Nphp1
8798,Epg5
8799,Zfp213
8800,Gm14436
8801,Pprc1
8802,D16Ertd472e
8803,BC037034
8804,Ttn
8805,Slc27a4
8806,Tlcd1
8807,Hspb3
8808,Epcam
8809,Tbx21
8810,Exo5
8811,Gm5607
8812,Ythdf3
8813,Aph1c
8814,Gdpd4
8815,Dcp1a
8816,D330050G23Rik
8817,Cyp4f16
8818,Ankrd35
8819,Fchsd2
8820,Syde1
8821,Kcns2
8822,Oprl1
8823,Mgat5
8824,Cyb5r3
8825,Slc16a2
8826,Atp13a1
8827,Cnih4
8828,Ankrd52
8829,Heatr3
8830,Mamld1
8831,Grm3
8832,Trmt61a
8833,Ctsf
8834,Parp4
8835,Rit1
8836,Nsfl1c
8837,Fam180a
8838,Asap2
8839,Nat10
8840,Homer2
8841,Taf5l
8842,Zswim5
8843,Rnf24
8844,Adrm1
8845,Mpp1
8846,Tmbim4
8847,Atox1
8848,Nyap2
8849,Pias1
8850,Fibp
8851,Rbm4b
8852,Polr2h
8853,Spns1
8854,Gng11
8855,Zfand1
8856,Ly6e
8857,Cndp2
8858,Ndufaf3
8859,Wdr17
8860,Coq4
8861,Csf1
8862,Foxj2
8863,Fxyd7
8864,Fam19a2
8865,Ccdc25
8866,Rab8b
8867,Ttc32
8868,Podxl
8869,Sqrdl
8870,Atic
8871,Ftsj3
8872,Smad7
8873,Zfp870
8874,Egfr
8875,Gtf3c4
8876,Gm11944
8877,Csrnp1
8878,Disp2
8879,Igfbpl1
8880,Piezo2
8881,Dnase1l1
8882,Exph5
8883,Dcakd
8884,0610037L13Rik
8885,Rbx1
8886,Naa10
8887,Syf2
8888,Rbm20
8889,Cntnap3
8890,Adamtsl1
8891,Asphd1
8892,Mad2l1
8893,Nt5c
8894,Psma5
8895,Nts
8896,Trmt10a
8897,A730090N16Rik
8898,Atxn3
8899,Alkbh8
8900,Rfc3
8901,Sil1
8902,2010315B03Rik
8903,Ddx27
8904,Dguok
8905,Yipf5
8906,Ccdc122
8907,Ier3
8908,Srpr
8909,Pi4k2b
8910,Osgin2
8911,Tor1aip1
8912,Myo1e
8913,Tgfa
8914,Thrsp
8915,1700028J19Rik
8916,Nanp
8917,Prc1
8918,Aga
8919,Vat1l
8920,Odf2l
8921,Tmem60
8922,Tmem258
8923,Mfsd11
8924,Nrp1
8925,Ddx19a
8926,Acbd4
8927,4632428N05Rik
8928,Mri1
8929,Jmjd4
8930,Elk1
8931,Ccdc32
8932,Them6
8933,Vps45
8934,Mapk8ip2
8935,Emg1
8936,Gskip
8937,Urod
8938,Rasgrp3
8939,Snapc5
8940,Morn1
8941,Stag2
8942,Itga10
8943,Cthrc1
8944,Gm129
8945,Mcm9
8946,Dkkl1
8947,Klf3
8948,Plcl1
8949,Ccdc84
8950,Cstf1
8951,Gtf3c5
8952,Sox17
8953,Dhx8
8954,Gpr107
8955,Tmem115
8956,Fxyd4
8957,Stard3
8958,Mfap3
8959,Rxfp3
8960,Myof
8961,Snx24
8962,Ssx2ip
8963,Adam11
8964,Eftud1
8965,Vip
8966,Lyn
8967,Prrt3
8968,Nck2
8969,Scube1
8970,Slc7a5
8971,Dzip1
8972,Cyp20a1
8973,Birc2
8974,Zfp78
8975,Tmem2
8976,Lpar4
8977,Ece2
8978,Abhd16a
8979,Slc46a3
8980,Nif3l1
8981,Mxd4
8982,4732491K20Rik
8983,Sept6
8984,Ypel1
8985,AU022252
8986,Ift43
8987,Sod3
8988,Foxn3
8989,1810055G02Rik
8990,Msn
8991,Hectd2
8992,Dnajc11
8993,L1cam
8994,Trip6
8995,Chic1
8996,Tcerg1l
8997,Bcl7c
8998,Sirt1
8999,Gm17296
9000,Sugt1
9001,Hexa
9002,Ankrd26
9003,Gba
9004,Tanc1
9005,Nagpa
9006,Ift172
9007,Sh3bgr
9008,Sdsl
9009,Bid
9010,Tmem194b
9011,Kiss1r
9012,Bhlha15
9013,Plekhg1
9014,BC018242
9015,1700008J07Rik
9016,Usp21
9017,Dusp11
9018,Ctns
9019,Ikzf5
9020,Fam160a2
9021,Srsf4
9022,Tprkb
9023,Pex12
9024,Klhl8
9025,Gtdc2
9026,Ccdc126
9027,Rsl24d1
9028,Lipt2
9029,Zfp352
9030,Opcml
9031,Tax1bp3
9032,St8sia3
9033,Apcdd1
9034,Ugt8a
9035,Zfp800
9036,A330050B17Rik
9037,1810026J23Rik
9038,Wbp1l
9039,A230065H16Rik
9040,Mfsd3
9041,Atxn7l2
9042,Ptges2
9043,Chrdl1
9044,Trub1
9045,Zbtb7b
9046,Trp53
9047,Zdhhc6
9048,Eln
9049,Fkbp10
9050,Gm3383
9051,Sh3rf1
9052,Rab33a
9053,Trim39
9054,Tada2a
9055,Sema7a
9056,Zbtb43
9057,Med31
9058,Polr2b
9059,Reck
9060,Sephs1
9061,Naa16
9062,Tnfaip8
9063,Ryr1
9064,Tmem45a
9065,Txnrd3
9066,Slc9a2
9067,Myo1c
9068,Tbc1d2b
9069,Ap1g2
9070,Tpra1
9071,Shisa6
9072,Medag
9073,Pot1a
9074,6330416G13Rik
9075,Grasp
9076,Lrrc24
9077,Sgk1
9078,Ythdc2
9079,Enpp1
9080,Cpped1
9081,Hiatl1
9082,B3galt2
9083,Megf11
9084,Rnf144b
9085,Dok2
9086,Suv39h1
9087,Rnf165
9088,Aqp1
9089,Sox4
9090,Cyld
9091,Uap1l1
9092,Synrg
9093,Tceanc2
9094,Ap2a1
9095,Erlin2
9096,C330027C09Rik
9097,Antxr1
9098,Hmbox1
9099,Smad1
9100,Kin
9101,Mto1
9102,Zfand2a
9103,Eefsec
9104,Lrp3
9105,Pold3
9106,Slc29a3
9107,Cyp4f15
9108,Kcnf1
9109,Zfp420
9110,Prrg3
9111,Hax1
9112,Vasp
9113,Cwc22
9114,Atg3
9115,Nfe2l3
9116,Zkscan4
9117,Smox
9118,Ankrd34a
9119,Rhod
9120,Rhbdl3
9121,Tmem63c
9122,Pank4
9123,Gprc5b
9124,Slc25a37
9125,Arhgef16
9126,Slc35b1
9127,Ogdhl
9128,Snapc3
9129,Slc4a2
9130,Fmnl2
9131,Ascc1
9132,Bloc1s5
9133,Gm5796
9134,Zfp407
9135,Bivm
9136,Cadps2
9137,Gtf2h3
9138,Chchd5
9139,Ints10
9140,Fut11
9141,Arhgdig
9142,Etaa1
9143,Noxo1
9144,Etv6
9145,Hnmt
9146,Tmem117
9147,Diexf
9148,Myo19
9149,Trub2
9150,Casc4
9151,Pcnxl3
9152,Syt12
9153,Iars2
9154,Rian
9155,Apln
9156,Tubb6
9157,Cbr4
9158,Ifit2
9159,Pcsk4
9160,Prmt5
9161,Lama2
9162,Tnfrsf12a
9163,Pelp1
9164,Tada2b
9165,Nov
9166,Mrpl39
9167,Pak6
9168,Endou
9169,1700001L19Rik
9170,Pick1
9171,Pik3cb
9172,Tstd1
9173,Kcnc4
9174,Ddx52
9175,N28178
9176,Zic4
9177,Mapkbp1
9178,Zfp518b
9179,Fat4
9180,Fam160b2
9181,Gmpr
9182,Ptrh1
9183,Srgap1
9184,Twistnb
9185,Rcor2
9186,Macrod1
9187,Hip1r
9188,Rictor
9189,Tbc1d5
9190,Yars2
9191,Mrpl51
9192,Yipf6
9193,Agxt2l1
9194,Hdac6
9195,Chrd
9196,Slc2a10
9197,Adck3
9198,Lgi3
9199,Wbscr17
9200,Nfkbib
9201,Rnd1
9202,Aacs
9203,Rassf3
9204,Zfyve21
9205,Rgs12
9206,Pafah2
9207,Txnl4b
9208,Vps13a
9209,Hif3a
9210,3110047P20Rik
9211,Srebf2
9212,Plaa
9213,Sh2d7
9214,Mrpl24
9215,Psmb7
9216,Sntb2
9217,Gsto2
9218,Pde1a
9219,Cdk13
9220,Clic6
9221,Prdx6b
9222,Gemin6
9223,Them4
9224,Vwa9
9225,Nudt5
9226,Atf6
9227,Maged2
9228,Arhgap17
9229,Sc4mol
9230,Gcnt2
9231,Rxrg
9232,Rwdd2a
9233,Acot9
9234,Ift74
9235,Gdap2
9236,Lypla2
9237,Mex3d
9238,Rbm15b
9239,Lin37
9240,Mthfd1
9241,Plxna4
9242,Ccdc81
9243,Fut10
9244,Usp6nl
9245,Snhg7
9246,Rsad1
9247,Ube2j1
9248,Gcc1
9249,Heg1
9250,Fbxo15
9251,Tspo
9252,Cep110
9253,Pigt
9254,Acer3
9255,Ahsa2
9256,Nelfcd
9257,Adc
9258,Map3k10
9259,Sult2b1
9260,Ankrd13d
9261,Gpr22
9262,Mesdc1
9263,Shf
9264,Slc25a18
9265,Gm3893
9266,Pole3
9267,Rpap2
9268,Cebpg
9269,Notch1
9270,Zfp760
9271,Rgs18
9272,Cep41
9273,Idh3g
9274,Fuk
9275,Bms1
9276,Coprs
9277,Hdac1
9278,Jmjd8
9279,Sde2
9280,Setdb1
9281,Samm50
9282,Ppp1r15b
9283,Mast4
9284,Cpox
9285,Inpp1
9286,Cdc42ep3
9287,Nrg2
9288,Ing1
9289,Tmem43
9290,Smad3
9291,Iqcg
9292,Tbl3
9293,Polr3f
9294,Vps37d
9295,Bahd1
9296,Slc29a1
9297,2310067B10Rik
9298,Cyp4f13
9299,Zfp329
9300,Gm6623
9301,Elovl2
9302,Cxcr7
9303,0610040J01Rik
9304,Sumf1
9305,C230004F18Rik
9306,Fip1l1
9307,Anxa4
9308,Inadl
9309,Gm16515
9310,Oma1
9311,Kl
9312,Klhl30
9313,Ankrd34c
9314,H6pd
9315,Lgals1
9316,Ldb1
9317,Sept4
9318,Mup21
9319,Tagln2
9320,Nt5dc3
9321,Fpgt
9322,E130012A19Rik
9323,Emp2
9324,Fam105a
9325,Snrpa1
9326,Mitf
9327,Efnb2
9328,2310009A05Rik
9329,Specc1l
9330,Sash3
9331,Cd53
9332,Trim12a
9333,Slc52a2
9334,Tenm4
9335,Clmp
9336,Slc45a4
9337,Fam196b
9338,Prss36
9339,Bmf
9340,Cers4
9341,Retsat
9342,Rnaseh2a
9343,Ebf3
9344,Ccdc93
9345,Inip
9346,Gm14204
9347,Dach1
9348,Sirt5
9349,Rab43
9350,Six5
9351,BC030500
9352,Pcdhb9
9353,Ccny
9354,Ier2
9355,Pusl1
9356,Chsy1
9357,Sspn
9358,Lactb
9359,St3gal5
9360,Evi2a
9361,Gm10767
9362,Sst
9363,Morc4
9364,Ppapdc1b
9365,Mgam
9366,4933408B17Rik
9367,Ldhd
9368,Mrps31
9369,Pgm1
9370,Tyrobp
9371,Cd320
9372,Acot10
9373,Bcs1l
9374,AK129341
9375,Rpusd3
9376,Usp28
9377,Dynlt1a
9378,Soga2
9379,Sardh
9380,Micall1
9381,Camsap3
9382,AI854703
9383,Epdr1
9384,Mcm3ap
9385,Pmm2
9386,Mrps7
9387,Nop2
9388,Pamr1
9389,Zfp949
9390,Ets1
9391,Rps6ka6
9392,Cacna1c
9393,Ehd4
9394,4933426D04Rik
9395,Crybb1
9396,Calcoco1
9397,Thra
9398,Apbb1ip
9399,Ccdc90b
9400,Vezt
9401,Ddx49
9402,Zfp941
9403,Prkcsh
9404,Rab30
9405,Tada3
9406,Snx1
9407,4930428E07Rik
9408,Mthfr
9409,Fkbp7
9410,Adam33
9411,Crh
9412,Sycp2
9413,Tpm2
9414,Tgfbr3
9415,Gabpb1
9416,Magohb
9417,Angpt1
9418,2810403A07Rik
9419,Naga
9420,Nfatc2ip
9421,Brap
9422,Gm20300
9423,Gmppa
9424,Pml
9425,Skida1
9426,Slc1a5
9427,Zfp260
9428,Neu4
9429,Nsun4
9430,Smyd3
9431,Itpr2
9432,Rab39
9433,Lyrm7
9434,Smpd3
9435,Setd2
9436,Ube2a
9437,Rbak
9438,Slc29a4
9439,Tmem132b
9440,Fam58b
9441,Josd2
9442,2610018G03Rik
9443,Cuta
9444,Nsun7
9445,Tmem145
9446,Angptl2
9447,Ushbp1
9448,Slc40a1
9449,Hid1
9450,Kcnh4
9451,Dnajc21
9452,2700094K13Rik
9453,Rfwd2
9454,Atm
9455,Cdkl1
9456,Il33
9457,Pcnxl2
9458,Pm20d1
9459,Sema4d
9460,Gfm2
9461,D17H6S53E
9462,Ebp
9463,Slmo1
9464,Bcl2l13
9465,Fras1
9466,Mettl7a1
9467,Aldh1a2
9468,Cd74
9469,Urb2
9470,Lenep
9471,Gli2
9472,Pop1
9473,Gm17066
9474,Paqr5
9475,Pdgfd
9476,Arrdc4
9477,Uck2
9478,Glipr2
9479,Tenc1
9480,Cntn2
9481,Myo1d
9482,Kazn
9483,Selrc1
9484,Taf1a
9485,AI846148
9486,Shank2
9487,Insm1
9488,Arhgap15
9489,Wdr20a
9490,Dffa
9491,Med6
9492,Zfp791
9493,Herc6
9494,Mea1
9495,Zbtb37
9496,Nat1
9497,Plekha5
9498,Adra1b
9499,Zfp839
9500,Slc30a3
9501,Rhpn2
9502,Tctn3
9503,Vti1a
9504,Zfp606
9505,Pafah1b3
9506,Esyt2
9507,Nipal2
9508,Rfpl3s
9509,BC022687
9510,Mrpl19
9511,Pcmt1
9512,2810405F15Rik
9513,Klhdc9
9514,Tmem200a
9515,Adam15
9516,Pcnt
9517,Aspscr1
9518,Cln8
9519,Emcn
9520,Rai2
9521,Panx2
9522,Trp53i13
9523,Snapc4
9524,Col23a1
9525,Myh7
9526,Shank3
9527,Nudt6
9528,Arhgap27
9529,Rbbp9
9530,1190005I06Rik
9531,Tchp
9532,Fam53b
9533,Vstm2b
9534,Gfod2
9535,Hpgd
9536,Zfp882
9537,Ybx2
9538,Enox2
9539,Rnf185
9540,Rgp1
9541,Lin7b
9542,Grm7
9543,Pglyrp1
9544,2900076A07Rik
9545,Ptar1
9546,Amn1
9547,Ubtd1
9548,Cd276
9549,2010003O02Rik
9550,Alg6
9551,Gys1
9552,Ruvbl1
9553,Psen2
9554,Ctsh
9555,Psmb8
9556,Atg4c
9557,Pisd-ps2
9558,Lonrf1
9559,Kcnmb2
9560,Phf1
9561,Gm6568
9562,Cyth4
9563,Nkain4
9564,Rpl36a
9565,Ace
9566,Mbd4
9567,Klf4
9568,Wbp7
9569,0610007N19Rik
9570,Zfp458
9571,Lrrc25
9572,Foxp2
9573,Tmem186
9574,Ahdc1
9575,Nbl1
9576,Tmed8
9577,Trh
9578,Dvl2
9579,Bola1
9580,Cdkn2aip
9581,Gpr146
9582,Ercc4
9583,Prdm15
9584,Uaca
9585,Abi3
9586,Gipc1
9587,Irf2
9588,Cib2
9589,Garnl3
9590,Eif2b3
9591,Stx1b
9592,Ubxn2b
9593,Nxn
9594,Thtpa
9595,Sdad1
9596,Spopl
9597,Slc9a4
9598,Dynlt1b
9599,Mettl4
9600,Slc25a45
9601,Fhl2
9602,Larp1b
9603,Rcbtb2
9604,Ncrna00086
9605,Dnajc28
9606,D930028M14Rik
9607,Gss
9608,Nt5e
9609,Tubgcp6
9610,Cidea
9611,Kctd12b
9612,1110059E24Rik
9613,D930048N14Rik
9614,Lrrc45
9615,Zfp433
9616,Tacc2
9617,Fdft1
9618,Gpr4
9619,Cryz
9620,Ptges
9621,Ppp1r1b
9622,Slc19a1
9623,Gm3143
9624,Commd5
9625,Stc1
9626,Mcts2
9627,Sptssb
9628,Txndc5
9629,Tfap4
9630,Pex5l
9631,Uvssa
9632,Cnnm3
9633,4930479D17Rik
9634,Zrsr1
9635,Prr15
9636,C030023E24Rik
9637,Grtp1
9638,St6gal1
9639,Hook2
9640,Zfp143
9641,Dapp1
9642,Hmgxb4
9643,Boc
9644,Zbtb38
9645,Pank2
9646,Map4k5
9647,C030046E11Rik
9648,Neurod1
9649,Rnpep
9650,C030039L03Rik
9651,Car7
9652,Cnr1
9653,4921511C10Rik
9654,Cdk2
9655,Edc4
9656,Irf4
9657,Gm14440
9658,Zfp692
9659,Zmym6
9660,Klf10
9661,Zswim1
9662,9330151L19Rik
9663,Rpf2
9664,Smco3
9665,Fxyd2
9666,4930506M07Rik
9667,Wdr83
9668,Clmn
9669,Hdhd3
9670,Rragb
9671,Barhl2
9672,Ifrd1
9673,Klc4
9674,Glg1
9675,Bambi
9676,Pcf11
9677,Plcb2
9678,Lysmd4
9679,Thsd7b
9680,Dcaf10
9681,Prdm4
9682,Fndc3b
9683,Gm10731
9684,Mro
9685,A130049A11Rik
9686,Atg9a
9687,Kptn
9688,Kat8
9689,Stk19
9690,Cldn9
9691,Phospho2
9692,1810013L24Rik
9693,Ddx31
9694,Tm4sf1
9695,Sh3tc2
9696,Lekr1
9697,Card10
9698,Rp2h
9699,Nt5dc1
9700,Pqlc1
9701,Hmgxb3
9702,Cryl1
9703,Mcam
9704,Scyl2
9705,Arhgap10
9706,Tmem184b
9707,Wdhd1
9708,Ikbkg
9709,Eva1a
9710,Mrpl43
9711,Tor1a
9712,Tmem209
9713,Vps33a
9714,Itgb1bp2
9715,Nfatc4
9716,Cdh18
9717,Ankrd13b
9718,Nudt2
9719,Cox7a1
9720,Gpatch2l
9721,Phf14
9722,Slc6a7
9723,Ip6k3
9724,Spata6
9725,Ccdc24
9726,Sag
9727,Usp3
9728,Rorb
9729,Efna2
9730,Trmt5
9731,Ska2
9732,Trim67
9733,Wfdc1
9734,Fam198a
9735,Arhgap26
9736,Mcf2
9737,Pla1a
9738,Enox1
9739,Cp
9740,Slc10a3
9741,Zfp28
9742,Iigp1
9743,Peli3
9744,Zfp273
9745,Wdr54
9746,Eif4e3
9747,Elp4
9748,Agpat6
9749,Zfp456
9750,2810459M11Rik
9751,Mogs
9752,Mecom
9753,Psmd9
9754,2310033P09Rik
9755,Pdss2
9756,Fam69a
9757,1300002E11Rik
9758,Tnnt2
9759,Gpr85
9760,Sh3gl3
9761,Ambra1
9762,Sepn1
9763,Dlgap2
9764,Palmd
9765,Cxcr5
9766,Tlr3
9767,Gtf2e1
9768,Hilpda
9769,Il13ra2
9770,Pced1b
9771,Gtf2b
9772,Fam222a
9773,Nsun5
9774,Dnajc25
9775,Polr2i
9776,2410018M08Rik
9777,Lum
9778,Bysl
9779,Pnoc
9780,Cmss1
9781,Ruvbl2
9782,Fbxl14
9783,Mrpl2
9784,Hist1h4h
9785,Inpp5d
9786,Pde8b
9787,4930526I15Rik
9788,Lactb2
9789,Slc35a3
9790,D430042O09Rik
9791,Pskh1
9792,H2-Aa
9793,Dtl
9794,Zfp369
9795,Map2k3
9796,Hspb1
9797,Eml1
9798,Sstr3
9799,Plgrkt
9800,Ppp1r26
9801,Gstt2
9802,Irf1
9803,Pdzrn4
9804,E430025E21Rik
9805,Gdf10
9806,Gpatch1
9807,Wnt6
9808,Opn5
9809,C920006O11Rik
9810,Ccdc136
9811,Mobp
9812,Tmem63a
9813,Slc16a6
9814,Xrcc3
9815,Gadd45b
9816,Homez
9817,5930403L14Rik
9818,Fam71e1
9819,Jakmip3
9820,Tmem160
9821,Pigk
9822,Triap1
9823,Plxnd1
9824,Fam136a
9825,Cyp1b1
9826,Cep290
9827,Heatr1
9828,C030006K11Rik
9829,Ush1g
9830,Fbxl7
9831,Gas2
9832,Rec8
9833,Tmem205
9834,Smek1
9835,Arg2
9836,Gm5595
9837,Hist1h4a
9838,Zkscan17
9839,Ppip5k1
9840,3110070M22Rik
9841,Polk
9842,Ttr
9843,Snhg12
9844,Ccdc34
9845,Rad51d
9846,Narg2
9847,Cactin
9848,Zpbp
9849,Nmrk2
9850,Tnni3
9851,St8sia4
9852,Htr5b
9853,Gfra2
9854,Cmc2
9855,Hist1h4i
9856,Smarcad1
9857,Ankrd49
9858,Focad
9859,A930012L18Rik
9860,Gm2027
9861,Tnnt1
9862,2610020H08Rik
9863,Slc35a2
9864,Trim13
9865,Cntrob
9866,Foxk1
9867,Bcl9
9868,A330076H08Rik
9869,S1pr3
9870,Casp9
9871,Phf21b
9872,Ntsr1
9873,Uhrf2
9874,Rnaseh2b
9875,Baiap2l2
9876,Zfp575
9877,Grin3b
9878,Dok6
9879,Thap3
9880,Elf2
9881,Nit1
9882,Tmem216
9883,Fam114a1
9884,Zcchc9
9885,Nmral1
9886,Cdh5
9887,N4bp2l1
9888,Ell3
9889,Cyba
9890,Pde9a
9891,Jrkl
9892,Sgpp2
9893,Ss18
9894,Cdyl2
9895,Stambpl1
9896,Tmem88b
9897,Pdgfrb
9898,Vars
9899,Gm11744
9900,9630033F20Rik
9901,Cstb
9902,Slc16a10
9903,Pnma1
9904,Xkrx
9905,Ube2t
9906,Myo1h
9907,Hist1h4b
9908,Zfp687
9909,Gm3258
9910,Tom1l1
9911,Strada
9912,Eif1a
9913,BC051142
9914,Rras2
9915,Tmem150c
9916,Cib1
9917,Plekho2
9918,Aimp2
9919,E2f5
9920,Nrg1
9921,Xlr
9922,Cpeb1
9923,Npr3
9924,Dalrd3
9925,BC003965
9926,Mitd1
9927,Ddx47
9928,Hist1h4j
9929,Ptchd2
9930,Sik1
9931,1110012L19Rik
9932,Asb11
9933,Pbdc1
9934,Bpifb9a
9935,Asap3
9936,Tesk2
9937,Crnkl1
9938,Zfp658
9939,9430038I01Rik
9940,Bdnf
9941,Pnpla6
9942,Fam131c
9943,Nol12
9944,Zfp605
9945,Gamt
9946,Nom1
9947,Flnb
9948,Scarb2
9949,Lyrm9
9950,Rars2
9951,Klhl17
9952,Wdr90
9953,Nabp1
9954,Zbtb45
9955,Atp13a4
9956,Rsph9
9957,Comtd1
9958,Ikzf1
9959,Myo3b
9960,Zc3h12c
9961,4833422C13Rik
9962,0610009O20Rik
9963,Oxsm
9964,Slc7a8
9965,Zufsp
9966,N6amt2
9967,Anks3
9968,Pin4
9969,Mypop
9970,Csrp2
9971,Gm6525
9972,Spag1
9973,Lysmd1
9974,Scube2
9975,Hirip3
9976,Mettl7a2
9977,Notch3
9978,Adnp2
9979,Rnf170
9980,Hist1h4k
9981,Aplf
9982,Xk
9983,Abhd11
9984,Gbe1
9985,Gm11549
9986,Hrasls
9987,Mrps27
9988,Lipe
9989,Kcnj11
9990,G530011O06Rik
9991,Acsf3
9992,St13
9993,Adck1
9994,Gjb2
9995,Cog8
9996,Bahcc1
9997,Cttn
9998,Creb3
9999,Angel1
10000,Zfp398
10001,Hs3st4
10002,Cited1
10003,Bace2
10004,Tdrkh
10005,Trmt10c
10006,Sdhaf1
10007,Polr3b
10008,Cdipt
10009,Sh3rf3
10010,Dock4
10011,Tlr7
10012,Tnfaip3
10013,S100a13
10014,Tmem189
10015,Izumo4
10016,Cbfa2t3
10017,Ikbkap
10018,Rab3ip
10019,Urgcp
10020,A230072C01Rik
10021,Fam63a
10022,Zmat5
10023,AI414108
10024,Rrp9
10025,Bend4
10026,Cacna2d3
10027,Nxt1
10028,Hbb-b1
10029,Egflam
10030,Gpn3
10031,Zfp422
10032,Slc11a2
10033,Wnt7a
10034,Maff
10035,Slc6a13
10036,Ica1l
10037,Sh3d21
10038,Plcd1
10039,2810474O19Rik
10040,Syt10
10041,Oxnad1
10042,Irgq
10043,Sphkap
10044,Vwce
10045,Ccdc60
10046,Alg11
10047,Vasn
10048,Ldb3
10049,Exoc8
10050,Setd4
10051,Oraov1
10052,Dusp12
10053,Tceanc
10054,Myl6b
10055,Frat2
