,gene
3259,ENSG00000109881
3260,ENSG00000109911
3261,ENSG00000109917
3262,ENSG00000109919
3263,ENSG00000109920
3264,ENSG00000109929
3265,ENSG00000109943
3266,ENSG00000109956
3267,ENSG00000109971
3268,ENSG00000110002
3269,ENSG00000110011
3270,ENSG00000110013
3271,ENSG00000110025
3272,ENSG00000110031
3273,ENSG00000110042
3274,ENSG00000110046
3275,ENSG00000110047
3276,ENSG00000110048
3277,ENSG00000110057
3278,ENSG00000110060
3279,ENSG00000110063
3280,ENSG00000110066
3281,ENSG00000110074
3282,ENSG00000110075
3283,ENSG00000110076
3284,ENSG00000110077
3285,ENSG00000110079
3286,ENSG00000110080
3287,ENSG00000110090
3288,ENSG00000110092
3289,ENSG00000110104
3290,ENSG00000110107
3291,ENSG00000110108
3292,ENSG00000110169
3293,ENSG00000110171
3294,ENSG00000110172
3295,ENSG00000110195
3296,ENSG00000110200
3297,ENSG00000110203
3298,ENSG00000110218
3299,ENSG00000110237
3300,ENSG00000110274
3301,ENSG00000110315
3302,ENSG00000110318
3303,ENSG00000110321
3304,ENSG00000110324
3305,ENSG00000110328
3306,ENSG00000110330
3307,ENSG00000110344
3308,ENSG00000110367
3309,ENSG00000110395
3310,ENSG00000110400
3311,ENSG00000110422
3312,ENSG00000110427
3313,ENSG00000110429
3314,ENSG00000110435
3315,ENSG00000110436
3316,ENSG00000110442
3317,ENSG00000110446
3318,ENSG00000110448
3319,ENSG00000110455
3320,ENSG00000110484
3321,ENSG00000110492
3322,ENSG00000110497
3323,ENSG00000110514
3324,ENSG00000110536
3325,ENSG00000110583
3326,ENSG00000110619
3327,ENSG00000110628
3328,ENSG00000110651
3329,ENSG00000110660
3330,ENSG00000110693
3331,ENSG00000110696
3332,ENSG00000110697
3333,ENSG00000110700
3334,ENSG00000110711
3335,ENSG00000110713
3336,ENSG00000110717
3337,ENSG00000110719
3338,ENSG00000110721
3339,ENSG00000110723
3340,ENSG00000110756
3341,ENSG00000110768
3342,ENSG00000110777
3343,ENSG00000110786
3344,ENSG00000110799
3345,ENSG00000110801
3346,ENSG00000110811
3347,ENSG00000110841
3348,ENSG00000110844
3349,ENSG00000110848
3350,ENSG00000110851
3351,ENSG00000110852
3352,ENSG00000110871
3353,ENSG00000110876
3354,ENSG00000110880
3355,ENSG00000110881
3356,ENSG00000110888
3357,ENSG00000110906
3358,ENSG00000110911
3359,ENSG00000110917
3360,ENSG00000110921
3361,ENSG00000110925
3362,ENSG00000110931
3363,ENSG00000110934
3364,ENSG00000110944
3365,ENSG00000110955
3366,ENSG00000110958
3367,ENSG00000110987
3368,ENSG00000111011
3369,ENSG00000111012
3370,ENSG00000111052
3371,ENSG00000111057
3372,ENSG00000111058
3373,ENSG00000111077
3374,ENSG00000111110
3375,ENSG00000111142
3376,ENSG00000111144
3377,ENSG00000111145
3378,ENSG00000111181
3379,ENSG00000111196
3380,ENSG00000111199
3381,ENSG00000111203
3382,ENSG00000111206
3383,ENSG00000111224
3384,ENSG00000111229
3385,ENSG00000111231
3386,ENSG00000111237
3387,ENSG00000111247
3388,ENSG00000111252
3389,ENSG00000111254
3390,ENSG00000111261
3391,ENSG00000111266
3392,ENSG00000111269
3393,ENSG00000111271
3394,ENSG00000111275
3395,ENSG00000111276
3396,ENSG00000111300
3397,ENSG00000111305
3398,ENSG00000111319
3399,ENSG00000111321
3400,ENSG00000111325
3401,ENSG00000111328
3402,ENSG00000111331
3403,ENSG00000111335
3404,ENSG00000111339
3405,ENSG00000111341
3406,ENSG00000111344
3407,ENSG00000111348
3408,ENSG00000111358
3409,ENSG00000111361
3410,ENSG00000111364
3411,ENSG00000111371
3412,ENSG00000111412
3413,ENSG00000111424
3414,ENSG00000111432
3415,ENSG00000111445
3416,ENSG00000111450
3417,ENSG00000111452
3418,ENSG00000111481
3419,ENSG00000111490
3420,ENSG00000111530
3421,ENSG00000111536
3422,ENSG00000111537
3423,ENSG00000111540
3424,ENSG00000111554
3425,ENSG00000111581
3426,ENSG00000111596
3427,ENSG00000111602
3428,ENSG00000111605
3429,ENSG00000111615
3430,ENSG00000111639
3431,ENSG00000111640
3432,ENSG00000111641
3433,ENSG00000111642
3434,ENSG00000111644
3435,ENSG00000111647
3436,ENSG00000111652
3437,ENSG00000111653
3438,ENSG00000111664
3439,ENSG00000111665
3440,ENSG00000111666
3441,ENSG00000111667
3442,ENSG00000111669
3443,ENSG00000111670
3444,ENSG00000111671
3445,ENSG00000111674
3446,ENSG00000111676
3447,ENSG00000111678
3448,ENSG00000111679
3449,ENSG00000111684
3450,ENSG00000111696
3451,ENSG00000111700
3452,ENSG00000111704
3453,ENSG00000111707
3454,ENSG00000111711
3455,ENSG00000111713
3456,ENSG00000111716
3457,ENSG00000111725
3458,ENSG00000111726
3459,ENSG00000111727
3460,ENSG00000111728
3461,ENSG00000111729
3462,ENSG00000111731
3463,ENSG00000111737
3464,ENSG00000111752
3465,ENSG00000111775
3466,ENSG00000111785
3467,ENSG00000111786
3468,ENSG00000111790
3469,ENSG00000111796
3470,ENSG00000111799
3471,ENSG00000111801
3472,ENSG00000111802
3473,ENSG00000111816
3474,ENSG00000111817
3475,ENSG00000111832
3476,ENSG00000111834
3477,ENSG00000111843
3478,ENSG00000111845
3479,ENSG00000111846
3480,ENSG00000111850
3481,ENSG00000111859
3482,ENSG00000111860
3483,ENSG00000111863
3484,ENSG00000111875
3485,ENSG00000111877
3486,ENSG00000111879
3487,ENSG00000111880
3488,ENSG00000111885
3489,ENSG00000111897
3490,ENSG00000111906
3491,ENSG00000111907
3492,ENSG00000111911
3493,ENSG00000111912
3494,ENSG00000111913
3495,ENSG00000111961
3496,ENSG00000111962
3497,ENSG00000111981
3498,ENSG00000112029
3499,ENSG00000112031
3500,ENSG00000112033
3501,ENSG00000112039
3502,ENSG00000112062
3503,ENSG00000112078
3504,ENSG00000112079
3505,ENSG00000112081
3506,ENSG00000112096
3507,ENSG00000112110
3508,ENSG00000112118
3509,ENSG00000112130
3510,ENSG00000112137
3511,ENSG00000112139
3512,ENSG00000112144
3513,ENSG00000112146
3514,ENSG00000112149
3515,ENSG00000112159
3516,ENSG00000112167
3517,ENSG00000112175
3518,ENSG00000112186
3519,ENSG00000112200
3520,ENSG00000112208
3521,ENSG00000112210
3522,ENSG00000112218
3523,ENSG00000112234
3524,ENSG00000112237
3525,ENSG00000112238
3526,ENSG00000112242
3527,ENSG00000112245
3528,ENSG00000112246
3529,ENSG00000112249
3530,ENSG00000112273
3531,ENSG00000112276
3532,ENSG00000112280
3533,ENSG00000112282
3534,ENSG00000112290
3535,ENSG00000112293
3536,ENSG00000112294
3537,ENSG00000112297
3538,ENSG00000112299
3539,ENSG00000112303
3540,ENSG00000112304
3541,ENSG00000112305
3542,ENSG00000112306
3543,ENSG00000112308
3544,ENSG00000112309
3545,ENSG00000112312
3546,ENSG00000112319
3547,ENSG00000112320
3548,ENSG00000112335
3549,ENSG00000112339
3550,ENSG00000112343
3551,ENSG00000112357
3552,ENSG00000112365
3553,ENSG00000112367
3554,ENSG00000112378
3555,ENSG00000112379
3556,ENSG00000112394
3557,ENSG00000112406
3558,ENSG00000112414
3559,ENSG00000112419
3560,ENSG00000112425
3561,ENSG00000112473
3562,ENSG00000112486
3563,ENSG00000112511
3564,ENSG00000112514
3565,ENSG00000112530
3566,ENSG00000112531
3567,ENSG00000112541
3568,ENSG00000112559
3569,ENSG00000112561
3570,ENSG00000112562
3571,ENSG00000112576
3572,ENSG00000112578
3573,ENSG00000112584
3574,ENSG00000112592
3575,ENSG00000112624
3576,ENSG00000112640
3577,ENSG00000112651
3578,ENSG00000112655
3579,ENSG00000112658
3580,ENSG00000112659
3581,ENSG00000112667
3582,ENSG00000112679
3583,ENSG00000112685
3584,ENSG00000112695
3585,ENSG00000112697
3586,ENSG00000112699
3587,ENSG00000112701
3588,ENSG00000112715
3589,ENSG00000112739
3590,ENSG00000112742
3591,ENSG00000112759
3592,ENSG00000112761
3593,ENSG00000112763
3594,ENSG00000112769
3595,ENSG00000112773
3596,ENSG00000112782
3597,ENSG00000112787
3598,ENSG00000112796
3599,ENSG00000112799
3600,ENSG00000112812
3601,ENSG00000112818
3602,ENSG00000112851
3603,ENSG00000112852
3604,ENSG00000112855
3605,ENSG00000112874
3606,ENSG00000112877
3607,ENSG00000112893
3608,ENSG00000112902
3609,ENSG00000112936
3610,ENSG00000112941
3611,ENSG00000112964
3612,ENSG00000112972
3613,ENSG00000112977
3614,ENSG00000112981
3615,ENSG00000112983
3616,ENSG00000112984
3617,ENSG00000112992
3618,ENSG00000112996
3619,ENSG00000113013
3620,ENSG00000113048
3621,ENSG00000113068
3622,ENSG00000113070
3623,ENSG00000113073
3624,ENSG00000113083
3625,ENSG00000113088
3626,ENSG00000113108
3627,ENSG00000113119
3628,ENSG00000113140
3629,ENSG00000113141
3630,ENSG00000113161
3631,ENSG00000113163
3632,ENSG00000113194
3633,ENSG00000113205
3634,ENSG00000113211
3635,ENSG00000113212
3636,ENSG00000113231
3637,ENSG00000113240
3638,ENSG00000113262
3639,ENSG00000113263
3640,ENSG00000113269
3641,ENSG00000113272
3642,ENSG00000113273
3643,ENSG00000113282
3644,ENSG00000113296
3645,ENSG00000113300
3646,ENSG00000113312
3647,ENSG00000113318
3648,ENSG00000113319
3649,ENSG00000113328
3650,ENSG00000113356
3651,ENSG00000113360
3652,ENSG00000113361
3653,ENSG00000113368
3654,ENSG00000113369
3655,ENSG00000113384
3656,ENSG00000113387
3657,ENSG00000113389
3658,ENSG00000113391
3659,ENSG00000113396
3660,ENSG00000113407
3661,ENSG00000113430
3662,ENSG00000113441
3663,ENSG00000113448
3664,ENSG00000113456
3665,ENSG00000113460
3666,ENSG00000113494
3667,ENSG00000113504
3668,ENSG00000113522
3669,ENSG00000113532
3670,ENSG00000113552
3671,ENSG00000113555
3672,ENSG00000113558
3673,ENSG00000113569
3674,ENSG00000113575
3675,ENSG00000113578
3676,ENSG00000113580
3677,ENSG00000113583
3678,ENSG00000113593
3679,ENSG00000113594
3680,ENSG00000113595
3681,ENSG00000113597
3682,ENSG00000113600
3683,ENSG00000113615
3684,ENSG00000113621
3685,ENSG00000113638
3686,ENSG00000113643
3687,ENSG00000113645
3688,ENSG00000113648
3689,ENSG00000113649
3690,ENSG00000113657
3691,ENSG00000113658
3692,ENSG00000113712
3693,ENSG00000113716
3694,ENSG00000113719
3695,ENSG00000113721
3696,ENSG00000113732
3697,ENSG00000113734
3698,ENSG00000113739
3699,ENSG00000113742
3700,ENSG00000113758
3701,ENSG00000113761
3702,ENSG00000113763
3703,ENSG00000113790
3704,ENSG00000113805
3705,ENSG00000113810
3706,ENSG00000113811
3707,ENSG00000113812
3708,ENSG00000113838
3709,ENSG00000113845
3710,ENSG00000113851
3711,ENSG00000113916
3712,ENSG00000113966
3713,ENSG00000113971
3714,ENSG00000114013
3715,ENSG00000114019
3716,ENSG00000114021
3717,ENSG00000114023
3718,ENSG00000114026
3719,ENSG00000114030
3720,ENSG00000114054
3721,ENSG00000114062
3722,ENSG00000114098
3723,ENSG00000114107
3724,ENSG00000114115
3725,ENSG00000114120
3726,ENSG00000114124
3727,ENSG00000114125
3728,ENSG00000114126
3729,ENSG00000114127
3730,ENSG00000114166
3731,ENSG00000114209
3732,ENSG00000114251
3733,ENSG00000114268
3734,ENSG00000114270
3735,ENSG00000114279
3736,ENSG00000114302
3737,ENSG00000114315
3738,ENSG00000114316
3739,ENSG00000114331
3740,ENSG00000114346
3741,ENSG00000114349
3742,ENSG00000114353
3743,ENSG00000114354
3744,ENSG00000114378
3745,ENSG00000114383
3746,ENSG00000114388
3747,ENSG00000114391
3748,ENSG00000114395
3749,ENSG00000114405
3750,ENSG00000114416
3751,ENSG00000114423
3752,ENSG00000114439
3753,ENSG00000114446
3754,ENSG00000114450
3755,ENSG00000114473
3756,ENSG00000114480
3757,ENSG00000114491
3758,ENSG00000114503
3759,ENSG00000114520
3760,ENSG00000114529
3761,ENSG00000114541
3762,ENSG00000114544
3763,ENSG00000114547
3764,ENSG00000114554
3765,ENSG00000114573
3766,ENSG00000114626
3767,ENSG00000114631
3768,ENSG00000114648
3769,ENSG00000114650
3770,ENSG00000114654
3771,ENSG00000114656
3772,ENSG00000114670
3773,ENSG00000114686
3774,ENSG00000114698
3775,ENSG00000114735
3776,ENSG00000114737
3777,ENSG00000114738
3778,ENSG00000114739
3779,ENSG00000114742
3780,ENSG00000114744
3781,ENSG00000114745
3782,ENSG00000114757
3783,ENSG00000114767
3784,ENSG00000114770
3785,ENSG00000114779
3786,ENSG00000114784
3787,ENSG00000114790
3788,ENSG00000114796
3789,ENSG00000114805
3790,ENSG00000114812
3791,ENSG00000114841
3792,ENSG00000114850
3793,ENSG00000114853
3794,ENSG00000114857
3795,ENSG00000114859
3796,ENSG00000114861
3797,ENSG00000114867
3798,ENSG00000114902
3799,ENSG00000114904
3800,ENSG00000114923
3801,ENSG00000114933
3802,ENSG00000114942
3803,ENSG00000114956
3804,ENSG00000114978
3805,ENSG00000114982
3806,ENSG00000114988
3807,ENSG00000114993
3808,ENSG00000114999
3809,ENSG00000115020
3810,ENSG00000115041
3811,ENSG00000115042
3812,ENSG00000115053
3813,ENSG00000115073
3814,ENSG00000115084
3815,ENSG00000115085
3816,ENSG00000115091
3817,ENSG00000115107
3818,ENSG00000115109
3819,ENSG00000115112
3820,ENSG00000115128
3821,ENSG00000115129
3822,ENSG00000115137
3823,ENSG00000115138
3824,ENSG00000115145
3825,ENSG00000115155
3826,ENSG00000115159
3827,ENSG00000115163
3828,ENSG00000115165
3829,ENSG00000115170
3830,ENSG00000115183
3831,ENSG00000115194
3832,ENSG00000115204
3833,ENSG00000115207
3834,ENSG00000115211
3835,ENSG00000115216
3836,ENSG00000115221
3837,ENSG00000115226
3838,ENSG00000115232
3839,ENSG00000115233
3840,ENSG00000115234
3841,ENSG00000115239
3842,ENSG00000115241
3843,ENSG00000115252
3844,ENSG00000115255
3845,ENSG00000115257
3846,ENSG00000115266
3847,ENSG00000115267
3848,ENSG00000115268
3849,ENSG00000115271
3850,ENSG00000115274
3851,ENSG00000115275
3852,ENSG00000115282
3853,ENSG00000115286
3854,ENSG00000115289
3855,ENSG00000115290
3856,ENSG00000115295
3857,ENSG00000115306
3858,ENSG00000115307
3859,ENSG00000115310
3860,ENSG00000115317
3861,ENSG00000115318
3862,ENSG00000115325
3863,ENSG00000115339
3864,ENSG00000115350
3865,ENSG00000115355
3866,ENSG00000115361
3867,ENSG00000115363
3868,ENSG00000115364
3869,ENSG00000115365
3870,ENSG00000115368
3871,ENSG00000115380
3872,ENSG00000115392
3873,ENSG00000115414
3874,ENSG00000115415
3875,ENSG00000115419
3876,ENSG00000115421
3877,ENSG00000115423
3878,ENSG00000115425
3879,ENSG00000115446
3880,ENSG00000115457
3881,ENSG00000115459
3882,ENSG00000115461
3883,ENSG00000115464
3884,ENSG00000115468
3885,ENSG00000115484
3886,ENSG00000115486
3887,ENSG00000115504
3888,ENSG00000115507
3889,ENSG00000115514
3890,ENSG00000115520
3891,ENSG00000115523
3892,ENSG00000115524
3893,ENSG00000115525
3894,ENSG00000115526
3895,ENSG00000115539
3896,ENSG00000115540
3897,ENSG00000115541
3898,ENSG00000115548
3899,ENSG00000115556
3900,ENSG00000115561
3901,ENSG00000115568
3902,ENSG00000115590
3903,ENSG00000115592
3904,ENSG00000115594
3905,ENSG00000115596
3906,ENSG00000115598
3907,ENSG00000115604
3908,ENSG00000115607
3909,ENSG00000115641
3910,ENSG00000115648
3911,ENSG00000115649
3912,ENSG00000115652
3913,ENSG00000115657
3914,ENSG00000115661
3915,ENSG00000115677
3916,ENSG00000115685
3917,ENSG00000115687
3918,ENSG00000115694
3919,ENSG00000115718
3920,ENSG00000115738
3921,ENSG00000115750
3922,ENSG00000115756
3923,ENSG00000115758
3924,ENSG00000115760
3925,ENSG00000115761
3926,ENSG00000115762
3927,ENSG00000115806
3928,ENSG00000115808
3929,ENSG00000115816
3930,ENSG00000115825
3931,ENSG00000115827
3932,ENSG00000115828
3933,ENSG00000115839
3934,ENSG00000115840
3935,ENSG00000115841
3936,ENSG00000115844
3937,ENSG00000115850
3938,ENSG00000115866
3939,ENSG00000115875
3940,ENSG00000115884
3941,ENSG00000115896
3942,ENSG00000115902
3943,ENSG00000115904
3944,ENSG00000115919
3945,ENSG00000115935
3946,ENSG00000115942
3947,ENSG00000115944
3948,ENSG00000115946
3949,ENSG00000115947
3950,ENSG00000115956
3951,ENSG00000115963
3952,ENSG00000115966
3953,ENSG00000115970
3954,ENSG00000115977
3955,ENSG00000115993
3956,ENSG00000115998
3957,ENSG00000116001
3958,ENSG00000116005
3959,ENSG00000116016
3960,ENSG00000116017
3961,ENSG00000116030
3962,ENSG00000116032
3963,ENSG00000116035
3964,ENSG00000116044
3965,ENSG00000116062
3966,ENSG00000116095
3967,ENSG00000116096
3968,ENSG00000116106
3969,ENSG00000116117
3970,ENSG00000116120
3971,ENSG00000116127
3972,ENSG00000116128
3973,ENSG00000116132
3974,ENSG00000116133
3975,ENSG00000116138
3976,ENSG00000116141
3977,ENSG00000116147
3978,ENSG00000116151
3979,ENSG00000116157
3980,ENSG00000116161
3981,ENSG00000116171
3982,ENSG00000116176
3983,ENSG00000116191
3984,ENSG00000116194
3985,ENSG00000116198
3986,ENSG00000116199
3987,ENSG00000116205
3988,ENSG00000116209
3989,ENSG00000116212
3990,ENSG00000116213
3991,ENSG00000116221
3992,ENSG00000116237
3993,ENSG00000116251
3994,ENSG00000116260
3995,ENSG00000116266
3996,ENSG00000116273
3997,ENSG00000116285
3998,ENSG00000116288
3999,ENSG00000116299
4000,ENSG00000116329
4001,ENSG00000116337
4002,ENSG00000116350
4003,ENSG00000116353
4004,ENSG00000116396
4005,ENSG00000116406
4006,ENSG00000116455
4007,ENSG00000116459
4008,ENSG00000116473
4009,ENSG00000116478
4010,ENSG00000116489
4011,ENSG00000116497
4012,ENSG00000116514
4013,ENSG00000116521
4014,ENSG00000116525
4015,ENSG00000116539
4016,ENSG00000116544
4017,ENSG00000116560
4018,ENSG00000116574
4019,ENSG00000116580
4020,ENSG00000116584
4021,ENSG00000116586
4022,ENSG00000116604
4023,ENSG00000116641
4024,ENSG00000116649
4025,ENSG00000116661
4026,ENSG00000116663
4027,ENSG00000116667
4028,ENSG00000116668
4029,ENSG00000116670
4030,ENSG00000116678
4031,ENSG00000116679
4032,ENSG00000116685
4033,ENSG00000116688
4034,ENSG00000116690
4035,ENSG00000116691
4036,ENSG00000116698
4037,ENSG00000116701
4038,ENSG00000116704
4039,ENSG00000116711
4040,ENSG00000116717
4041,ENSG00000116729
4042,ENSG00000116731
4043,ENSG00000116741
4044,ENSG00000116747
4045,ENSG00000116748
4046,ENSG00000116750
4047,ENSG00000116752
4048,ENSG00000116754
4049,ENSG00000116761
4050,ENSG00000116771
4051,ENSG00000116774
4052,ENSG00000116785
4053,ENSG00000116786
4054,ENSG00000116791
4055,ENSG00000116793
4056,ENSG00000116809
4057,ENSG00000116815
4058,ENSG00000116819
4059,ENSG00000116824
4060,ENSG00000116830
4061,ENSG00000116833
4062,ENSG00000116857
4063,ENSG00000116863
4064,ENSG00000116871
4065,ENSG00000116874
4066,ENSG00000116885
4067,ENSG00000116898
4068,ENSG00000116903
4069,ENSG00000116906
4070,ENSG00000116918
4071,ENSG00000116922
4072,ENSG00000116954
4073,ENSG00000116957
4074,ENSG00000116962
4075,ENSG00000116977
4076,ENSG00000116984
4077,ENSG00000116985
4078,ENSG00000116990
4079,ENSG00000116991
4080,ENSG00000116996
4081,ENSG00000117000
4082,ENSG00000117009
4083,ENSG00000117010
4084,ENSG00000117013
4085,ENSG00000117016
4086,ENSG00000117020
4087,ENSG00000117036
4088,ENSG00000117054
4089,ENSG00000117069
4090,ENSG00000117090
4091,ENSG00000117091
4092,ENSG00000117114
4093,ENSG00000117115
4094,ENSG00000117118
4095,ENSG00000117122
4096,ENSG00000117133
4097,ENSG00000117139
4098,ENSG00000117143
4099,ENSG00000117148
4100,ENSG00000117151
4101,ENSG00000117152
4102,ENSG00000117153
4103,ENSG00000117155
4104,ENSG00000117174
4105,ENSG00000117215
4106,ENSG00000117222
4107,ENSG00000117226
4108,ENSG00000117228
4109,ENSG00000117245
4110,ENSG00000117262
4111,ENSG00000117266
4112,ENSG00000117280
4113,ENSG00000117281
4114,ENSG00000117298
4115,ENSG00000117305
4116,ENSG00000117308
4117,ENSG00000117318
4118,ENSG00000117335
4119,ENSG00000117360
4120,ENSG00000117362
4121,ENSG00000117385
4122,ENSG00000117394
4123,ENSG00000117395
4124,ENSG00000117399
4125,ENSG00000117407
4126,ENSG00000117408
4127,ENSG00000117410
4128,ENSG00000117411
4129,ENSG00000117419
4130,ENSG00000117425
4131,ENSG00000117448
4132,ENSG00000117450
4133,ENSG00000117461
4134,ENSG00000117472
4135,ENSG00000117475
4136,ENSG00000117479
4137,ENSG00000117480
4138,ENSG00000117481
4139,ENSG00000117500
4140,ENSG00000117505
4141,ENSG00000117519
4142,ENSG00000117523
4143,ENSG00000117525
4144,ENSG00000117528
4145,ENSG00000117533
4146,ENSG00000117543
4147,ENSG00000117560
4148,ENSG00000117569
4149,ENSG00000117586
4150,ENSG00000117592
4151,ENSG00000117593
4152,ENSG00000117594
4153,ENSG00000117595
4154,ENSG00000117597
4155,ENSG00000117602
4156,ENSG00000117614
4157,ENSG00000117616
4158,ENSG00000117620
4159,ENSG00000117625
4160,ENSG00000117632
4161,ENSG00000117640
4162,ENSG00000117643
4163,ENSG00000117650
4164,ENSG00000117676
4165,ENSG00000117682
4166,ENSG00000117691
4167,ENSG00000117697
4168,ENSG00000117707
4169,ENSG00000117713
4170,ENSG00000117724
4171,ENSG00000117748
4172,ENSG00000117751
4173,ENSG00000117758
4174,ENSG00000117791
4175,ENSG00000117859
4176,ENSG00000117862
4177,ENSG00000117868
4178,ENSG00000117877
4179,ENSG00000117899
4180,ENSG00000117906
4181,ENSG00000117983
4182,ENSG00000117984
4183,ENSG00000118004
4184,ENSG00000118007
4185,ENSG00000118046
4186,ENSG00000118058
4187,ENSG00000118094
4188,ENSG00000118096
4189,ENSG00000118162
4190,ENSG00000118181
4191,ENSG00000118193
4192,ENSG00000118197
4193,ENSG00000118200
4194,ENSG00000118217
4195,ENSG00000118242
4196,ENSG00000118246
4197,ENSG00000118257
4198,ENSG00000118260
4199,ENSG00000118263
4200,ENSG00000118276
4201,ENSG00000118292
4202,ENSG00000118298
4203,ENSG00000118308
4204,ENSG00000118322
4205,ENSG00000118363
4206,ENSG00000118369
4207,ENSG00000118402
4208,ENSG00000118407
4209,ENSG00000118412
4210,ENSG00000118418
4211,ENSG00000118420
4212,ENSG00000118454
4213,ENSG00000118473
4214,ENSG00000118482
4215,ENSG00000118492
4216,ENSG00000118495
4217,ENSG00000118496
4218,ENSG00000118503
4219,ENSG00000118507
4220,ENSG00000118508
4221,ENSG00000118513
4222,ENSG00000118515
4223,ENSG00000118518
4224,ENSG00000118523
4225,ENSG00000118557
4226,ENSG00000118564
4227,ENSG00000118579
4228,ENSG00000118596
4229,ENSG00000118600
4230,ENSG00000118620
4231,ENSG00000118640
4232,ENSG00000118655
4233,ENSG00000118680
4234,ENSG00000118689
4235,ENSG00000118690
4236,ENSG00000118705
4237,ENSG00000118707
4238,ENSG00000118729
4239,ENSG00000118762
4240,ENSG00000118777
4241,ENSG00000118785
4242,ENSG00000118804
4243,ENSG00000118816
4244,ENSG00000118849
4245,ENSG00000118855
4246,ENSG00000118873
4247,ENSG00000118894
4248,ENSG00000118898
4249,ENSG00000118900
4250,ENSG00000118922
4251,ENSG00000118939
4252,ENSG00000118946
4253,ENSG00000118960
4254,ENSG00000118961
4255,ENSG00000118965
4256,ENSG00000118971
4257,ENSG00000118985
4258,ENSG00000118997
4259,ENSG00000119004
4260,ENSG00000119013
4261,ENSG00000119041
4262,ENSG00000119042
4263,ENSG00000119048
4264,ENSG00000119138
4265,ENSG00000119139
4266,ENSG00000119185
4267,ENSG00000119203
4268,ENSG00000119227
4269,ENSG00000119231
4270,ENSG00000119242
4271,ENSG00000119280
4272,ENSG00000119285
4273,ENSG00000119314
4274,ENSG00000119318
4275,ENSG00000119321
4276,ENSG00000119326
4277,ENSG00000119328
4278,ENSG00000119333
4279,ENSG00000119335
4280,ENSG00000119383
4281,ENSG00000119392
4282,ENSG00000119396
4283,ENSG00000119397
4284,ENSG00000119401
4285,ENSG00000119402
4286,ENSG00000119403
4287,ENSG00000119408
4288,ENSG00000119411
4289,ENSG00000119414
4290,ENSG00000119421
4291,ENSG00000119431
4292,ENSG00000119446
4293,ENSG00000119471
4294,ENSG00000119487
4295,ENSG00000119508
4296,ENSG00000119509
4297,ENSG00000119514
4298,ENSG00000119522
4299,ENSG00000119523
4300,ENSG00000119535
4301,ENSG00000119537
4302,ENSG00000119541
4303,ENSG00000119547
4304,ENSG00000119559
4305,ENSG00000119574
4306,ENSG00000119596
4307,ENSG00000119599
4308,ENSG00000119608
4309,ENSG00000119616
4310,ENSG00000119630
4311,ENSG00000119632
4312,ENSG00000119636
4313,ENSG00000119638
4314,ENSG00000119640
4315,ENSG00000119650
4316,ENSG00000119655
4317,ENSG00000119661
4318,ENSG00000119669
4319,ENSG00000119673
4320,ENSG00000119681
4321,ENSG00000119682
4322,ENSG00000119684
4323,ENSG00000119685
4324,ENSG00000119686
4325,ENSG00000119688
4326,ENSG00000119689
4327,ENSG00000119699
4328,ENSG00000119703
4329,ENSG00000119705
4330,ENSG00000119707
4331,ENSG00000119711
4332,ENSG00000119714
4333,ENSG00000119718
4334,ENSG00000119720
4335,ENSG00000119723
4336,ENSG00000119725
4337,ENSG00000119729
4338,ENSG00000119760
4339,ENSG00000119771
4340,ENSG00000119772
4341,ENSG00000119777
4342,ENSG00000119778
4343,ENSG00000119782
4344,ENSG00000119787
4345,ENSG00000119801
4346,ENSG00000119812
4347,ENSG00000119820
4348,ENSG00000119844
4349,ENSG00000119862
4350,ENSG00000119865
4351,ENSG00000119866
4352,ENSG00000119878
4353,ENSG00000119888
4354,ENSG00000119899
4355,ENSG00000119900
4356,ENSG00000119906
4357,ENSG00000119912
4358,ENSG00000119913
4359,ENSG00000119915
4360,ENSG00000119917
4361,ENSG00000119922
4362,ENSG00000119927
4363,ENSG00000119929
4364,ENSG00000119938
4365,ENSG00000119943
4366,ENSG00000119946
4367,ENSG00000119950
4368,ENSG00000119953
4369,ENSG00000119965
4370,ENSG00000119969
4371,ENSG00000119973
4372,ENSG00000119977
4373,ENSG00000119979
4374,ENSG00000119986
4375,ENSG00000120008
4376,ENSG00000120029
4377,ENSG00000120049
4378,ENSG00000120053
4379,ENSG00000120055
4380,ENSG00000120057
4381,ENSG00000120063
4382,ENSG00000120068
4383,ENSG00000120071
4384,ENSG00000120093
4385,ENSG00000120129
4386,ENSG00000120137
4387,ENSG00000120149
4388,ENSG00000120156
4389,ENSG00000120158
4390,ENSG00000120159
4391,ENSG00000120162
4392,ENSG00000120215
4393,ENSG00000120217
4394,ENSG00000120251
4395,ENSG00000120253
4396,ENSG00000120254
4397,ENSG00000120256
4398,ENSG00000120265
4399,ENSG00000120278
4400,ENSG00000120279
4401,ENSG00000120306
4402,ENSG00000120314
4403,ENSG00000120318
4404,ENSG00000120322
4405,ENSG00000120324
4406,ENSG00000120327
4407,ENSG00000120328
4408,ENSG00000120329
4409,ENSG00000120333
4410,ENSG00000120334
4411,ENSG00000120341
4412,ENSG00000120370
4413,ENSG00000120437
4414,ENSG00000120438
4415,ENSG00000120451
4416,ENSG00000120457
4417,ENSG00000120458
4418,ENSG00000120509
4419,ENSG00000120519
4420,ENSG00000120526
4421,ENSG00000120533
4422,ENSG00000120539
4423,ENSG00000120549
4424,ENSG00000120594
